# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
0.000245417    	T              	2.9284616e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9907343e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245455    	T              	2.9284664e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9907455e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245492    	T              	2.9284711e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9907567e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024553     	T              	2.9284759e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9907679e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245567    	T              	2.9284806e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9907791e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245605    	T              	2.9284854e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9907903e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245642    	T              	2.9284902e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908015e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024568     	T              	2.9284949e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908126e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245718    	T              	2.9284997e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908238e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245755    	T              	2.9285045e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908350e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245793    	T              	2.9285093e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908462e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024583     	T              	2.9285140e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908573e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245868    	T              	2.9285188e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908685e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245905    	T              	2.9285236e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908797e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000245943    	T              	2.9285284e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9908908e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024598     	T              	2.9285332e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909020e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246018    	T              	2.9285380e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909132e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246056    	T              	2.9285428e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909243e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246093    	T              	2.9285476e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909355e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246131    	T              	2.9285524e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909467e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246168    	T              	2.9285572e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909578e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246206    	T              	2.9285620e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909690e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246243    	T              	2.9285668e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909801e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246281    	T              	2.9285717e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9909913e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246319    	T              	2.9285765e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910025e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246356    	T              	2.9285813e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910136e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246394    	T              	2.9285861e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910247e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246431    	T              	2.9285910e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910359e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246469    	T              	2.9285958e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910471e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246506    	T              	2.9286007e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910582e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246544    	T              	2.9286055e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910694e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246582    	T              	2.9286104e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910805e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246619    	T              	2.9286153e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9910916e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246657    	T              	2.9286201e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911028e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246694    	T              	2.9286250e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911140e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246732    	T              	2.9286299e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911251e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246769    	T              	2.9286348e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911363e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246807    	T              	2.9286397e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911474e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246844    	T              	2.9286446e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911585e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246882    	T              	2.9286495e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911697e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024692     	T              	2.9286544e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911809e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246957    	T              	2.9286593e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9911920e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000246995    	T              	2.9286642e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912032e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247032    	T              	2.9286691e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912143e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024707     	T              	2.9286741e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912254e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247107    	T              	2.9286790e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912365e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247145    	T              	2.9286839e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912477e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247183    	T              	2.9286889e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912588e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024722     	T              	2.9286938e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912700e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247258    	T              	2.9286988e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912811e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247295    	T              	2.9287037e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9912923e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247333    	T              	2.9287087e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913034e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024737     	T              	2.9287137e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913145e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247408    	T              	2.9287187e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913257e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247446    	T              	2.9287236e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913368e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247483    	T              	2.9287286e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913480e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247521    	T              	2.9287336e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913591e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247558    	T              	2.9287386e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913702e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247596    	T              	2.9287436e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913814e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247633    	T              	2.9287486e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9913925e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247671    	T              	2.9287536e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914037e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247708    	T              	2.9287586e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914148e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247746    	T              	2.9287636e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914259e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247784    	T              	2.9287686e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914370e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247821    	T              	2.9287736e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914482e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247859    	T              	2.9287786e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914593e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247896    	T              	2.9287836e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914705e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247934    	T              	2.9287886e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914816e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000247971    	T              	2.9287936e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9914928e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248009    	T              	2.9287986e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915039e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248047    	T              	2.9288036e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915150e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248084    	T              	2.9288086e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915261e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248122    	T              	2.9288136e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915373e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248159    	T              	2.9288186e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915484e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248197    	T              	2.9288236e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915596e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248234    	T              	2.9288286e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915707e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248272    	T              	2.9288336e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915818e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024831     	T              	2.9288386e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9915930e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248347    	T              	2.9288436e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916041e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248385    	T              	2.9288487e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916153e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248422    	T              	2.9288537e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916264e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024846     	T              	2.9288587e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916376e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248497    	T              	2.9288637e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916487e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248535    	T              	2.9288687e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916598e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248573    	T              	2.9288737e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916710e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024861     	T              	2.9288787e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916821e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248648    	T              	2.9288837e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9916933e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248685    	T              	2.9288888e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917044e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248723    	T              	2.9288938e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917156e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.00024876     	T              	2.9288988e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917267e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248798    	T              	2.9289038e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917378e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248835    	T              	2.9289088e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917490e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248873    	T              	2.9289139e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917602e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248911    	T              	2.9289189e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917713e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248948    	T              	2.9289239e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917825e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000248986    	T              	2.9289290e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9917936e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249023    	T              	2.9289340e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918047e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249061    	T              	2.9289390e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918159e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249098    	T              	2.9289441e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918271e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249136    	T              	2.9289491e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918382e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249174    	T              	2.9289542e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918494e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249211    	T              	2.9289592e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918605e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249249    	T              	2.9289643e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918717e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249286    	T              	2.9289693e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918829e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249324    	T              	2.9289744e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9918940e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249361    	T              	2.9289794e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919052e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249399    	T              	2.9289845e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919164e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249437    	T              	2.9289895e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919275e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249474    	T              	2.9289946e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919386e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249512    	T              	2.9289996e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919498e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249549    	T              	2.9290047e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919610e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249587    	T              	2.9290097e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919722e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249624    	T              	2.9290148e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919834e+02	(-7.2618479e-03 2.9822757e-02 5.3527189e-04)	12
0.000249662    	T              	2.9290198e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9919957e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249699    	T              	2.9290249e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920096e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249737    	T              	2.9290299e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920236e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249775    	T              	2.9290350e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920375e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249812    	T              	2.9290401e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920514e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.00024985     	T              	2.9290451e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920653e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249887    	T              	2.9290502e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920792e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249925    	T              	2.9290552e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9920931e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000249962    	T              	2.9290603e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921070e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.00025        	T              	2.9290654e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921210e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250038    	T              	2.9290704e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921349e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250075    	T              	2.9290755e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921488e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250113    	T              	2.9290806e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921627e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.00025015     	T              	2.9290857e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921766e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250188    	T              	2.9290908e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9921906e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250225    	T              	2.9290959e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922045e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250263    	T              	2.9291010e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922185e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250301    	T              	2.9291061e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922325e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250338    	T              	2.9291112e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922464e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250376    	T              	2.9291163e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922604e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250413    	T              	2.9291214e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922744e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250451    	T              	2.9291266e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9922884e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250488    	T              	2.9291317e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923025e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250526    	T              	2.9291368e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923165e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250563    	T              	2.9291420e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923306e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250601    	T              	2.9291471e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923447e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250639    	T              	2.9291523e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923588e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250676    	T              	2.9291574e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923729e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250714    	T              	2.9291626e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9923870e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250751    	T              	2.9291678e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924012e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250789    	T              	2.9291730e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924153e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250826    	T              	2.9291781e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924295e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250864    	T              	2.9291833e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924437e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250902    	T              	2.9291885e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924579e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250939    	T              	2.9291937e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924721e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000250977    	T              	2.9291989e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9924864e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000251014    	T              	2.9292041e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9925006e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
0.000251052    	T              	2.9292093e+02	(-1.1073929e-02 1.9864799e-02 6.6758283e-03)	11	2.9925149e+02	(-5.3520575e-04 2.9822635e-02 -7.2611027e-03)	12
