=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.09 18:50:05 =~=~=~=~=~=~=~=~=~=~=~=
135947.50,291.25,68865.98,306.63
135329.56,291.35,69075.15,306.56
135483.88,291.33,68935.65,306.60
136412.08,291.18,69214.88,306.51
135021.25,291.40,68796.38,306.65
134405.95,291.50,68865.98,306.63
136722.36,291.13,69075.15,306.56
135638.31,291.30,68796.38,306.65
135329.56,291.35,68796.38,306.65
135483.88,291.33,68449.20,306.77
133945.59,291.57,69214.88,306.51
135483.88,291.33,69705.77,306.34
136257.13,291.20,68726.83,306.68
135021.25,291.40,69144.98,306.53
135021.25,291.40,68657.34,306.70
135329.56,291.35,69144.98,306.53
135021.25,291.40,69565.22,306.39
134713.39,291.45,68657.34,306.70
134867.27,291.42,69075.15,306.56
134713.39,291.45,69214.88,306.51
134098.95,291.55,68657.34,306.70
135329.56,291.35,68726.83,306.68
134867.27,291.42,68796.38,306.65
134252.39,291.52,69144.98,306.53
134713.39,291.45,68865.98,306.63
135638.31,291.30,68865.98,306.63
134098.95,291.55,69075.15,306.56
134098.95,291.55,69005.36,306.58
135483.88,291.33,68657.34,306.70
135021.25,291.40,68865.98,306.63
135329.56,291.35,68796.38,306.65
133792.39,291.60,68587.89,306.73
136412.08,291.18,69214.88,306.51
135947.50,291.25,68657.34,306.70
135638.31,291.30,68657.34,306.70
135021.25,291.40,68935.65,306.60
134867.27,291.42,68587.89,306.73
133945.59,291.57,68518.52,306.75
136722.36,291.13,69214.88,306.51
135021.25,291.40,68865.98,306.63
136102.23,291.23,68865.98,306.63
135175.36,291.37,68935.65,306.60
134867.27,291.42,68796.38,306.65
134098.95,291.55,68310.73,306.82
135021.25,291.40,69075.15,306.56
133945.59,291.57,68241.58,306.85
134098.95,291.55,68726.83,306.68
135638.31,291.30,68103.45,306.89
135638.31,291.30,68379.93,306.80
135638.31,291.30,68657.34,306.70
134098.95,291.55,68103.45,306.89
136412.08,291.18,68865.98,306.63
134867.27,291.42,68587.89,306.73
134713.39,291.45,68241.58,306.85
135483.88,291.33,68449.20,306.77
134098.95,291.55,68310.73,306.82
135021.25,291.40,68379.93,306.80
135947.50,291.25,68034.47,306.92
133792.39,291.60,67965.55,306.94
135483.88,291.33,68034.47,306.92
135638.31,291.30,67827.88,306.99
135792.84,291.28,68449.20,306.77
134252.39,291.52,68241.58,306.85
136567.17,291.15,68587.89,306.73
134098.95,291.55,68449.20,306.77
135947.50,291.25,68241.58,306.85
135947.50,291.25,68310.73,306.82
134098.95,291.55,68172.48,306.87
135638.31,291.30,68449.20,306.77
134867.27,291.42,68241.58,306.85
135021.25,291.40,67827.88,306.99
135021.25,291.40,68379.93,306.80
133486.25,291.65,67690.41,307.04
134252.39,291.52,68379.93,306.80
134252.39,291.52,68379.93,306.80
134867.27,291.42,68518.52,306.75
136412.08,291.18,68518.52,306.75
134713.39,291.45,68241.58,306.85
136412.08,291.18,68310.73,306.82
135947.50,291.25,68657.34,306.70
134098.95,291.55,68310.73,306.82
134098.95,291.55,68449.20,306.77
135175.36,291.37,68587.89,306.73
133486.25,291.65,68034.47,306.92
134867.27,291.42,68657.34,306.70
135947.50,291.25,68449.20,306.77
136257.13,291.20,68935.65,306.60
133945.59,291.57,68449.20,306.77
135638.31,291.30,68657.34,306.70
134405.95,291.50,68518.52,306.75
135175.36,291.37,68935.65,306.60
134713.39,291.45,68449.20,306.77
134252.39,291.52,68518.52,306.75
135483.88,291.33,68518.52,306.75
134098.95,291.55,68518.52,306.75
135329.56,291.35,68935.65,306.60
134405.95,291.50,68449.20,306.77
135329.56,291.35,68657.34,306.70
134098.95,291.55,68449.20,306.77
135947.50,291.25,69214.88,306.51
135638.31,291.30,68449.20,306.77
135792.84,291.28,68865.98,306.63
135021.25,291.40,68379.93,306.80
134867.27,291.42,68796.38,306.65
134252.39,291.52,68449.20,306.77
136102.23,291.23,68935.65,306.60
135021.25,291.40,68935.65,306.60
134098.95,291.55,68518.52,306.75
135483.88,291.33,68865.98,306.63
134252.39,291.52,68172.48,306.87
135021.25,291.40,68587.89,306.73
134867.27,291.42,68657.34,306.70
136102.23,291.23,68587.89,306.73
133945.59,291.57,68379.93,306.80
134713.39,291.45,68379.93,306.80
135021.25,291.40,68657.34,306.70
136102.23,291.23,69075.15,306.56
134867.27,291.42,69354.84,306.46
135021.25,291.40,68796.38,306.65
134405.95,291.50,68865.98,306.63
135021.25,291.40,68726.83,306.68
134405.95,291.50,68379.93,306.80
135329.56,291.35,68657.34,306.70
133945.59,291.57,68518.52,306.75
135021.25,291.40,68379.93,306.80
135792.84,291.28,68657.34,306.70
134713.39,291.45,68587.89,306.73
134252.39,291.52,68241.58,306.85
134252.39,291.52,68657.34,306.70
134098.95,291.55,68449.20,306.77
134867.27,291.42,68657.34,306.70
135483.88,291.33,68310.73,306.82
134252.39,291.52,68449.20,306.77
133792.39,291.60,68449.20,306.77
133945.59,291.57,68518.52,306.75
135021.25,291.40,69075.15,306.56
133945.59,291.57,68518.52,306.75
134713.39,291.45,68796.38,306.65
135792.84,291.28,69144.98,306.53
133639.25,291.62,68518.52,306.75
135021.25,291.40,68587.89,306.73
134713.39,291.45,68935.65,306.60
133792.39,291.60,68657.34,306.70
134252.39,291.52,68379.93,306.80
134405.95,291.50,68449.20,306.77
134405.95,291.50,68310.73,306.82
135947.50,291.25,68657.34,306.70
134867.27,291.42,68310.73,306.82
135638.31,291.30,68726.83,306.68
136102.23,291.23,68587.89,306.73
133945.59,291.57,68796.38,306.65
134405.95,291.50,68657.34,306.70
133945.59,291.57,67827.88,306.99
134405.95,291.50,68657.34,306.70
134405.95,291.50,68379.93,306.80
133945.59,291.57,68310.73,306.82
134867.27,291.42,68518.52,306.75
134713.39,291.45,68657.34,306.70
135638.31,291.30,68796.38,306.65
134098.95,291.55,68449.20,306.77
134713.39,291.45,68172.48,306.87
134098.95,291.55,68657.34,306.70
133945.59,291.57,68449.20,306.77
134713.39,291.45,68587.89,306.73
134098.95,291.55,68034.47,306.92
134405.95,291.50,68657.34,306.70
135329.56,291.35,68587.89,306.73
133945.59,291.57,67965.55,306.94
133945.59,291.57,68379.93,306.80
135638.31,291.30,68103.45,306.89
134252.39,291.52,68103.45,306.89
134098.95,291.55,68310.73,306.82
135329.56,291.35,68172.48,306.87
133945.59,291.57,68449.20,306.77
134713.39,291.45,68310.73,306.82
134252.39,291.52,68034.47,306.92
134559.59,291.47,67690.41,307.04
135329.56,291.35,67965.55,306.94
134405.95,291.50,68310.73,306.82
134098.95,291.55,68449.20,306.77
134252.39,291.52,68103.45,306.89
134098.95,291.55,68241.58,306.85
136567.17,291.15,68103.45,306.89
133945.59,291.57,68310.73,306.82
133945.59,291.57,68449.20,306.77
133792.39,291.60,68726.83,306.68
135638.31,291.30,67827.88,306.99
135329.56,291.35,68449.20,306.77
133792.39,291.60,68379.93,306.80
134713.39,291.45,68657.34,306.70
133945.59,291.57,68379.93,306.80
134252.39,291.52,68518.52,306.75
135329.56,291.35,68449.20,306.77
133945.59,291.57,68310.73,306.82
135021.25,291.40,68379.93,306.80
135483.88,291.33,67965.55,306.94
134713.39,291.45,68518.52,306.75
134559.59,291.47,68657.34,306.70
134252.39,291.52,67416.20,307.14
135638.31,291.30,68518.52,306.75
135021.25,291.40,68449.20,306.77
134713.39,291.45,68379.93,306.80
133945.59,291.57,68379.93,306.80
135483.88,291.33,68379.93,306.80
133945.59,291.57,66666.66,307.40
136412.08,291.18,68310.73,306.82
132875.28,291.74,67759.11,307.01
135947.50,291.25,68449.20,306.77
133945.59,291.57,67484.66,307.11
135021.25,291.40,67827.88,306.99
134252.39,291.52,67827.88,306.99
133945.59,291.57,67553.19,307.09
134252.39,291.52,67965.55,306.94
133945.59,291.57,68310.73,306.82
135021.25,291.40,67690.41,307.04
134252.39,291.52,68310.73,306.82
134252.39,291.52,67553.19,307.09
133945.59,291.57,67553.19,307.09
134559.59,291.47,67553.19,307.09
134405.95,291.50,67553.19,307.09
134252.39,291.52,67484.66,307.11
134098.95,291.55,67416.20,307.14
135638.31,291.30,67965.55,306.94
133792.39,291.60,67690.41,307.04
134867.27,291.42,67759.11,307.01
134098.95,291.55,67279.41,307.18
135329.56,291.35,68034.47,306.92
135021.25,291.40,67690.41,307.04
135329.56,291.35,67827.88,306.99
134252.39,291.52,67484.66,307.11
134713.39,291.45,68034.47,306.92
134098.95,291.55,67621.78,307.06
134405.95,291.50,67759.11,307.01
133792.39,291.60,67621.78,307.06
134713.39,291.45,67553.19,307.09
133945.59,291.57,67553.19,307.09
134713.39,291.45,67553.19,307.09
134098.95,291.55,67759.11,307.01
134867.27,291.42,67484.66,307.11
134098.95,291.55,67690.41,307.04
135483.88,291.33,67896.68,306.97
133945.59,291.57,67690.41,307.04
134252.39,291.52,67690.41,307.04
134713.39,291.45,67416.20,307.14
134405.95,291.50,67965.55,306.94
133945.59,291.57,67553.19,307.09
135329.56,291.35,68449.20,306.77
133639.25,291.62,67690.41,307.04
134559.59,291.47,68103.45,306.89
134098.95,291.55,67416.20,307.14
134713.39,291.45,68103.45,306.89
135021.25,291.40,67827.88,306.99
132570.44,291.79,68103.45,306.89
135483.88,291.33,67827.88,306.99
134252.39,291.52,67690.41,307.04
134098.95,291.55,68103.45,306.89
134867.27,291.42,67142.85,307.23
134867.27,291.42,67347.77,307.16
133945.59,291.57,68241.58,306.85
133945.59,291.57,68172.48,306.87
