=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.10 09:44:51 =~=~=~=~=~=~=~=~=~=~=~=
530067.63,264.69,45729.54,316.69
530067.63,264.69,46302.25,316.38
529507.13,264.71,46406.87,316.32
528947.44,264.73,46459.23,316.29
526160.13,264.83,48101.27,315.42
526716.06,264.81,47302.16,315.84
532317.13,264.62,45470.69,316.84
527272.75,264.79,47143.37,315.92
531753.63,264.64,47620.77,315.67
529507.13,264.71,46616.54,316.21
529507.13,264.71,46459.23,316.29
527830.25,264.77,46406.87,316.32
531190.88,264.66,46564.07,316.24
528947.44,264.73,46406.87,316.32
526160.13,264.83,48584.91,315.16
526716.06,264.81,47302.16,315.84
533446.44,264.58,46197.79,316.44
528947.44,264.73,46826.82,316.09
526160.13,264.83,46564.07,316.24
534012.25,264.56,46879.49,316.06
530628.88,264.68,46932.19,316.04
531190.88,264.66,46826.82,316.09
527830.25,264.77,47037.70,315.98
531190.88,264.66,46302.25,316.38
534578.81,264.54,47940.75,315.50
530067.63,264.69,45937.28,316.58
531190.88,264.66,47408.21,315.78
532881.38,264.60,47833.94,315.56
531190.88,264.66,47302.16,315.84
526160.13,264.83,47994.22,315.47
533446.44,264.58,46616.54,316.21
526716.06,264.81,48692.81,315.11
534012.25,264.56,48047.72,315.44
531190.88,264.66,45625.89,316.75
536283.25,264.49,45937.28,316.58
530067.63,264.69,47302.16,315.84
528947.44,264.73,47727.28,315.61
527830.25,264.77,47196.26,315.89
528947.44,264.73,47994.22,315.47
527830.25,264.77,46669.06,316.18
534012.25,264.56,46145.61,316.46
527830.25,264.77,47090.52,315.95
530067.63,264.69,46932.19,316.04
529507.13,264.71,47461.29,315.75
526160.13,264.83,49126.00,314.89
528947.44,264.73,47514.41,315.72
528947.44,264.73,47620.77,315.67
530067.63,264.69,47727.28,315.61
529507.13,264.71,47514.41,315.72
531753.63,264.64,47833.94,315.56
530067.63,264.69,47408.21,315.78
530628.88,264.68,47461.29,315.75
527830.25,264.77,47408.21,315.78
529507.13,264.71,47249.20,315.87
531753.63,264.64,47514.41,315.72
530067.63,264.69,47674.00,315.64
534012.25,264.56,47727.28,315.61
532317.13,264.62,47727.28,315.61
532317.13,264.62,47727.28,315.61
530067.63,264.69,47408.21,315.78
530067.63,264.69,47833.94,315.56
531753.63,264.64,47994.22,315.47
531753.63,264.64,47780.59,315.58
530067.63,264.69,47833.94,315.56
531753.63,264.64,47780.59,315.58
532317.13,264.62,47727.28,315.61
533446.44,264.58,47887.33,315.53
529507.13,264.71,47674.00,315.64
530067.63,264.69,47514.41,315.72
528947.44,264.73,47302.16,315.84
531190.88,264.66,48477.16,315.22
531190.88,264.66,47780.59,315.58
531753.63,264.64,47887.33,315.53
528947.44,264.73,47514.41,315.72
530067.63,264.69,47514.41,315.72
