=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.09 18:41:50 =~=~=~=~=~=~=~=~=~=~=~=
144464.56,289.95,77734.38,303.77
145916.52,289.74,77811.55,303.75
145431.48,289.81,78198.45,303.63
146240.47,289.69,78043.48,303.68
145108.72,289.86,77966.10,303.70
144625.41,289.93,77734.38,303.77
145108.72,289.86,78353.66,303.59
146889.78,289.60,77811.55,303.75
144947.48,289.88,77888.80,303.73
145593.05,289.79,77580.22,303.82
146240.47,289.69,78587.01,303.52
145754.73,289.76,78509.16,303.54
144464.56,289.95,78198.45,303.63
147052.41,289.58,78820.97,303.45
144464.56,289.95,78043.48,303.68
144786.39,289.91,78353.66,303.59
145108.72,289.86,78198.45,303.63
146402.63,289.67,78276.01,303.61
143982.66,290.02,77966.10,303.70
146564.88,289.65,78276.01,303.61
144464.56,289.95,78198.45,303.63
144625.41,289.93,78587.01,303.52
144947.48,289.88,78587.01,303.52
144947.48,289.88,77888.80,303.73
146564.88,289.65,78899.09,303.43
144786.39,289.91,78043.48,303.68
144303.80,289.98,78587.01,303.52
144786.39,289.91,78120.93,303.66
144947.48,289.88,78353.66,303.59
145431.48,289.81,78120.93,303.66
145108.72,289.86,78043.48,303.68
144303.80,289.98,78198.45,303.63
144786.39,289.91,77734.38,303.77
145593.05,289.79,77966.10,303.70
145754.73,289.76,78353.66,303.59
144303.80,289.98,77966.10,303.70
145754.73,289.76,78043.48,303.68
144464.56,289.95,78043.48,303.68
144303.80,289.98,77811.55,303.75
145754.73,289.76,78120.93,303.66
145754.73,289.76,77580.22,303.82
146240.47,289.69,78043.48,303.68
144625.41,289.93,78198.45,303.63
145270.03,289.83,78276.01,303.61
144786.39,289.91,77888.80,303.73
144786.39,289.91,77888.80,303.73
144786.39,289.91,78043.48,303.68
144947.48,289.88,77888.80,303.73
145593.05,289.79,78043.48,303.68
143982.66,290.02,78120.93,303.66
146078.44,289.72,78353.66,303.59
146078.44,289.72,78198.45,303.63
143982.66,290.02,77966.10,303.70
145593.05,289.79,78664.91,303.49
145108.72,289.86,77734.38,303.77
145593.05,289.79,78043.48,303.68
146402.63,289.67,78043.48,303.68
145108.72,289.86,77734.38,303.77
144786.39,289.91,77734.38,303.77
144947.48,289.88,77811.55,303.75
144143.19,290.00,77811.55,303.75
144464.56,289.95,77888.80,303.73
146564.88,289.65,78276.01,303.61
144947.48,289.88,78198.45,303.63
145593.05,289.79,78198.45,303.63
