# Residuals    
# Time         	p              	Ux             	Uy             	Uz             	e              	k              	T              
0              	N/A	N/A	N/A	N/A	N/A
0.000420446    	N/A	3.1754841e-05	5.2038712e-05	3.1716589e-05	3.4805498e-06	7.8178460e-05	N/A
0.000420482    	N/A	3.1742719e-05	5.2029274e-05	3.1701556e-05	3.3748116e-06	7.6555035e-05	N/A
0.000420519    	N/A	3.1750440e-05	5.2117985e-05	3.1710805e-05	3.7071652e-06	8.1390307e-05	N/A
0.000420556    	N/A	3.1747133e-05	5.2108813e-05	3.1696285e-05	3.4297658e-06	7.7538193e-05	N/A
0.000420593    	N/A	3.1751294e-05	5.2142097e-05	3.1702150e-05	3.5876584e-06	7.9198959e-05	N/A
0.000420629    	N/A	3.1749029e-05	5.2176485e-05	3.1712434e-05	3.7067728e-06	8.1426789e-05	N/A
0.000420666    	N/A	3.1737710e-05	5.2282134e-05	3.1718625e-05	3.8797642e-06	8.3588068e-05	N/A
0.000420703    	N/A	3.1724016e-05	5.2327036e-05	3.1705944e-05	3.4906854e-06	7.7959310e-05	N/A
0.00042074     	N/A	3.1716493e-05	5.2362297e-05	3.1710400e-05	3.4223189e-06	7.6747321e-05	N/A
0.000420776    	N/A	3.1709251e-05	5.2387775e-05	3.1715228e-05	3.5324865e-06	7.8171879e-05	N/A
0.000420813    	N/A	3.1700871e-05	5.2364468e-05	3.1714014e-05	3.3991791e-06	7.6588009e-05	N/A
0.00042085     	N/A	3.1712120e-05	5.2368548e-05	3.1727458e-05	3.6479745e-06	8.0354465e-05	N/A
0.000420887    	N/A	3.1703187e-05	5.2328701e-05	3.1734737e-05	3.6426897e-06	8.1188824e-05	N/A
0.000420923    	N/A	3.1694766e-05	5.2291521e-05	3.1735866e-05	3.4135371e-06	7.7662754e-05	N/A
0.00042096     	N/A	3.1676968e-05	5.2292423e-05	3.1728282e-05	3.3698279e-06	7.6810554e-05	N/A
0.000420997    	N/A	3.1670764e-05	5.2313689e-05	3.1722436e-05	3.5236093e-06	7.9193745e-05	N/A
0.000421033    	N/A	3.1663904e-05	5.2348654e-05	3.1724052e-05	3.5247978e-06	7.8996339e-05	N/A
0.00042107     	N/A	3.1651343e-05	5.2376331e-05	3.1722388e-05	3.5766710e-06	8.0642054e-05	N/A
0.000421107    	N/A	3.1639376e-05	5.2411168e-05	3.1721549e-05	3.3619939e-06	7.8004733e-05	N/A
0.000421144    	N/A	3.1628064e-05	5.2416243e-05	3.1716427e-05	3.2854023e-06	7.6854267e-05	N/A
0.00042118     	N/A	3.1628927e-05	5.2379841e-05	3.1723366e-05	3.2279085e-06	7.5445698e-05	N/A
0.000421217    	N/A	3.1630155e-05	5.2353586e-05	3.1722261e-05	3.1890725e-06	7.4828479e-05	N/A
0.000421254    	N/A	3.1625776e-05	5.2370872e-05	3.1727331e-05	3.1875352e-06	7.4885268e-05	N/A
0.000421291    	N/A	3.1625760e-05	5.2365653e-05	3.1728176e-05	3.5173915e-06	8.0213925e-05	N/A
0.000421327    	N/A	3.1612124e-05	5.2415530e-05	3.1730037e-05	3.5654996e-06	8.1346141e-05	N/A
0.000421364    	N/A	3.1612472e-05	5.2444883e-05	3.1727706e-05	3.2752444e-06	7.7060792e-05	N/A
0.000421401    	N/A	3.1613877e-05	5.2483961e-05	3.1727312e-05	3.2251354e-06	7.5705679e-05	N/A
0.000421438    	N/A	3.1615544e-05	5.2516023e-05	3.1731453e-05	3.4517756e-06	7.9875174e-05	N/A
0.000421474    	N/A	3.1592474e-05	5.2491118e-05	3.1708976e-05	3.2704683e-06	7.7447694e-05	N/A
0.000421511    	N/A	3.1587776e-05	5.2520651e-05	3.1708231e-05	3.3150887e-06	7.7996140e-05	N/A
0.000421548    	N/A	3.1568599e-05	5.2479364e-05	3.1699898e-05	3.1679381e-06	7.5709433e-05	N/A
0.000421585    	N/A	3.1563780e-05	5.2477034e-05	3.1704888e-05	3.1122509e-06	7.4625333e-05	N/A
0.000421621    	N/A	3.1557985e-05	5.2478569e-05	3.1706411e-05	3.0848545e-06	7.4671986e-05	N/A
0.000421658    	N/A	3.1556742e-05	5.2461244e-05	3.1690619e-05	3.0533477e-06	7.3981593e-05	N/A
0.000421695    	N/A	3.1545952e-05	5.2442081e-05	3.1683193e-05	3.0363808e-06	7.3594102e-05	N/A
0.000421731    	N/A	3.1539306e-05	5.2440677e-05	3.1680293e-05	3.0529494e-06	7.3585218e-05	N/A
0.000421768    	N/A	3.1530714e-05	5.2456556e-05	3.1680261e-05	3.0610431e-06	7.3363118e-05	N/A
0.000421805    	N/A	3.1529871e-05	5.2447712e-05	3.1678218e-05	3.0413716e-06	7.2962953e-05	N/A
0.000421842    	N/A	3.1520686e-05	5.2443784e-05	3.1673229e-05	3.0629002e-06	7.3317432e-05	N/A
0.000421878    	N/A	3.1521948e-05	5.2479658e-05	3.1677250e-05	3.3197614e-06	7.7203985e-05	N/A
0.000421915    	N/A	3.1513684e-05	5.2505219e-05	3.1673501e-05	3.1856440e-06	7.5657743e-05	N/A
0.000421952    	N/A	3.1504167e-05	5.2558934e-05	3.1671067e-05	3.3334246e-06	7.7432520e-05	N/A
0.000421989    	N/A	3.1491890e-05	5.2545718e-05	3.1653597e-05	3.2530579e-06	7.6075875e-05	N/A
0.000422025    	N/A	3.1498079e-05	5.2631958e-05	3.1654512e-05	3.4655582e-06	7.8961971e-05	N/A
0.000422062    	N/A	3.1482510e-05	5.2672515e-05	3.1649582e-05	3.2279954e-06	7.5433643e-05	N/A
0.000422099    	N/A	3.1470329e-05	5.2709465e-05	3.1646287e-05	3.2290706e-06	7.5413774e-05	N/A
0.000422136    	N/A	3.1474542e-05	5.2782084e-05	3.1649656e-05	3.4818409e-06	7.8764975e-05	N/A
0.000422172    	N/A	3.1457924e-05	5.2758519e-05	3.1642523e-05	3.2590419e-06	7.6264819e-05	N/A
0.000422209    	N/A	3.1450090e-05	5.2719924e-05	3.1633180e-05	3.1694356e-06	7.4500083e-05	N/A
0.000422246    	N/A	3.1448927e-05	5.2720195e-05	3.1625759e-05	3.1467019e-06	7.4059052e-05	N/A
0.000422282    	N/A	3.1439557e-05	5.2659158e-05	3.1624473e-05	3.1450685e-06	7.3748075e-05	N/A
0.000422319    	N/A	3.1427796e-05	5.2637089e-05	3.1617985e-05	3.4025154e-06	7.7189049e-05	N/A
0.000422356    	N/A	3.1418843e-05	5.2670340e-05	3.1616954e-05	3.7924405e-06	8.3478550e-05	N/A
0.000422393    	N/A	3.1416128e-05	5.2801592e-05	3.1607071e-05	4.1207149e-06	8.8162268e-05	N/A
0.000422429    	N/A	3.1410095e-05	5.2928907e-05	3.1604926e-05	3.9437139e-06	8.5650747e-05	N/A
0.000422466    	N/A	3.1403517e-05	5.3034358e-05	3.1600289e-05	4.0380946e-06	8.6649504e-05	N/A
0.000422503    	N/A	3.1393670e-05	5.3081606e-05	3.1586566e-05	3.6725260e-06	8.0798318e-05	N/A
0.00042254     	N/A	3.1401181e-05	5.3151325e-05	3.1581274e-05	3.8334658e-06	8.2917554e-05	N/A
0.000422576    	N/A	3.1377549e-05	5.3122640e-05	3.1568769e-05	3.8602548e-06	8.3551399e-05	N/A
0.000422613    	N/A	3.1366540e-05	5.3133411e-05	3.1559622e-05	3.9313582e-06	8.4833586e-05	N/A
0.00042265     	N/A	3.1370275e-05	5.3094508e-05	3.1549038e-05	3.6003830e-06	8.0026505e-05	N/A
0.000422687    	N/A	3.1368752e-05	5.3113231e-05	3.1544956e-05	3.6542832e-06	8.1308067e-05	N/A
0.000422723    	N/A	3.1344491e-05	5.3056812e-05	3.1533777e-05	3.4591633e-06	7.8444806e-05	N/A
0.00042276     	N/A	3.1341797e-05	5.3029130e-05	3.1527954e-05	3.3835029e-06	7.7227893e-05	N/A
0.000422797    	N/A	3.1346395e-05	5.2950641e-05	3.1518758e-05	3.3656785e-06	7.6541549e-05	N/A
0.000422834    	N/A	3.1342117e-05	5.2947495e-05	3.1523134e-05	3.5441180e-06	7.9791135e-05	N/A
0.00042287     	N/A	3.1334502e-05	5.2942687e-05	3.1507128e-05	3.5677146e-06	8.0515652e-05	N/A
0.000422907    	N/A	3.1320538e-05	5.2875011e-05	3.1493502e-05	3.3612563e-06	7.7420150e-05	N/A
0.000422944    	N/A	3.1308403e-05	5.2842846e-05	3.1489226e-05	3.2794404e-06	7.6083876e-05	N/A
0.00042298     	N/A	3.1299231e-05	5.2819535e-05	3.1479978e-05	3.2413994e-06	7.5625200e-05	N/A
0.000423017    	N/A	3.1285458e-05	5.2786170e-05	3.1468803e-05	3.2311739e-06	7.5307899e-05	N/A
0.000423054    	N/A	3.1284353e-05	5.2792788e-05	3.1468848e-05	3.3405522e-06	7.7470199e-05	N/A
0.000423091    	N/A	3.1270130e-05	5.2758196e-05	3.1452886e-05	3.2455779e-06	7.6458511e-05	N/A
0.000423127    	N/A	3.1266187e-05	5.2766818e-05	3.1448331e-05	3.2679665e-06	7.6583922e-05	N/A
0.000423164    	N/A	3.1258928e-05	5.2731859e-05	3.1447453e-05	3.1556349e-06	7.4867096e-05	N/A
0.000423201    	N/A	3.1254296e-05	5.2706781e-05	3.1439947e-05	3.1457554e-06	7.4523798e-05	N/A
0.000423238    	N/A	3.1250778e-05	5.2707131e-05	3.1441876e-05	3.3391122e-06	7.7345587e-05	N/A
0.000423274    	N/A	3.1245730e-05	5.2659158e-05	3.1430546e-05	3.2057849e-06	7.5566060e-05	N/A
0.000423311    	N/A	3.1242458e-05	5.2635161e-05	3.1426567e-05	3.1962304e-06	7.5217968e-05	N/A
0.000423348    	N/A	3.1238140e-05	5.2638143e-05	3.1418922e-05	3.3277390e-06	7.6922454e-05	N/A
0.000423385    	N/A	3.1228131e-05	5.2630689e-05	3.1410189e-05	3.1908482e-06	7.5001403e-05	N/A
0.000423421    	N/A	3.1220945e-05	5.2648901e-05	3.1404184e-05	3.1754200e-06	7.4480712e-05	N/A
0.000423458    	N/A	3.1221214e-05	5.2675396e-05	3.1397126e-05	3.3699713e-06	7.7084109e-05	N/A
0.000423495    	N/A	3.1220933e-05	5.2682261e-05	3.1379799e-05	3.4437004e-06	7.9109812e-05	N/A
0.000423531    	N/A	3.1210237e-05	5.2686608e-05	3.1367898e-05	3.3746740e-06	7.8540470e-05	N/A
0.000423568    	N/A	3.1196633e-05	5.2707167e-05	3.1362147e-05	3.2075175e-06	7.5930493e-05	N/A
0.000423605    	N/A	3.1191607e-05	5.2733450e-05	3.1364941e-05	3.2090745e-06	7.5479033e-05	N/A
0.000423642    	N/A	3.1190517e-05	5.2778492e-05	3.1367848e-05	3.4451265e-06	7.8939681e-05	N/A
0.000423678    	N/A	3.1187093e-05	5.2737254e-05	3.1347792e-05	3.2987075e-06	7.7004843e-05	N/A
0.000423715    	N/A	3.1176174e-05	5.2755787e-05	3.1331951e-05	3.5847419e-06	8.1373818e-05	N/A
0.000423752    	N/A	3.1169956e-05	5.2784885e-05	3.1323786e-05	3.6648872e-06	8.3204160e-05	N/A
0.000423789    	N/A	3.1160195e-05	5.2763202e-05	3.1314123e-05	3.3490898e-06	7.8290385e-05	N/A
0.000423825    	N/A	3.1168028e-05	5.2782907e-05	3.1316847e-05	3.2457798e-06	7.6146873e-05	N/A
0.000423862    	N/A	3.1172923e-05	5.2751683e-05	3.1307130e-05	3.2074719e-06	7.5422460e-05	N/A
0.000423899    	N/A	3.1167020e-05	5.2737307e-05	3.1297339e-05	3.1723160e-06	7.4689319e-05	N/A
0.000423936    	N/A	3.1154728e-05	5.2712485e-05	3.1287583e-05	3.1929120e-06	7.5526508e-05	N/A
0.000423972    	N/A	3.1144416e-05	5.2658399e-05	3.1289395e-05	3.4134922e-06	7.9224831e-05	N/A
0.000424009    	N/A	3.1154860e-05	5.2623089e-05	3.1272240e-05	3.2709816e-06	7.7376331e-05	N/A
0.000424046    	N/A	3.1157998e-05	5.2612380e-05	3.1263820e-05	3.3714946e-06	7.8300534e-05	N/A
0.000424083    	N/A	3.1156810e-05	5.2671337e-05	3.1255593e-05	3.4383713e-06	7.9019102e-05	N/A
0.000424119    	N/A	3.1136985e-05	5.2695527e-05	3.1231205e-05	3.2213885e-06	7.6349939e-05	N/A
0.000424156    	N/A	3.1122407e-05	5.2674094e-05	3.1219850e-05	3.1432092e-06	7.4811278e-05	N/A
0.000424193    	N/A	3.1118742e-05	5.2666475e-05	3.1211398e-05	3.2211712e-06	7.5479540e-05	N/A
0.000424229    	N/A	3.1136254e-05	5.2791901e-05	3.1218695e-05	3.5616082e-06	8.0648862e-05	N/A
0.000424266    	N/A	3.1118096e-05	5.2742373e-05	3.1198969e-05	3.2493195e-06	7.6491214e-05	N/A
0.000424303    	N/A	3.1117568e-05	5.2737581e-05	3.1187320e-05	3.1587244e-06	7.4701934e-05	N/A
0.00042434     	N/A	3.1117361e-05	5.2706663e-05	3.1179339e-05	3.1692677e-06	7.4506778e-05	N/A
0.000424376    	N/A	3.1112436e-05	5.2668459e-05	3.1171615e-05	3.2704927e-06	7.5611175e-05	N/A
0.000424413    	N/A	3.1105338e-05	5.2646610e-05	3.1163917e-05	3.4176930e-06	7.7795303e-05	N/A
0.00042445     	N/A	3.1104348e-05	5.2677993e-05	3.1163241e-05	3.5103733e-06	7.9414342e-05	N/A
0.000424487    	N/A	3.1108889e-05	5.2707224e-05	3.1167385e-05	3.4222403e-06	7.8098393e-05	N/A
0.000424523    	N/A	3.1102224e-05	5.2704924e-05	3.1159704e-05	3.3198934e-06	7.6518867e-05	N/A
0.00042456     	N/A	3.1101215e-05	5.2694973e-05	3.1156471e-05	3.3905035e-06	7.7432762e-05	N/A
0.000424597    	N/A	3.1092068e-05	5.2652576e-05	3.1138184e-05	3.2370038e-06	7.5161086e-05	N/A
0.000424634    	N/A	3.1095279e-05	5.2654397e-05	3.1132874e-05	3.1907878e-06	7.4312821e-05	N/A
0.00042467     	N/A	3.1092839e-05	5.2630657e-05	3.1127996e-05	3.1684968e-06	7.3974678e-05	N/A
0.000424707    	N/A	3.1097244e-05	5.2601938e-05	3.1122380e-05	3.1516886e-06	7.3740563e-05	N/A
0.000424744    	N/A	3.1087302e-05	5.2565328e-05	3.1113950e-05	3.2249465e-06	7.5089259e-05	N/A
0.000424781    	N/A	3.1081538e-05	5.2493705e-05	3.1106588e-05	3.4996533e-06	7.9022107e-05	N/A
0.000424817    	N/A	3.1070853e-05	5.2433704e-05	3.1085016e-05	3.2813277e-06	7.6600487e-05	N/A
0.000424854    	N/A	3.1074687e-05	5.2428061e-05	3.1081146e-05	3.1972163e-06	7.5365017e-05	N/A
0.000424891    	N/A	3.1064370e-05	5.2380369e-05	3.1080322e-05	3.1876518e-06	7.5069121e-05	N/A
0.000424927    	N/A	3.1054947e-05	5.2381671e-05	3.1059800e-05	3.3052116e-06	7.6464514e-05	N/A
0.000424964    	N/A	3.1043720e-05	5.2361213e-05	3.1055026e-05	3.2547036e-06	7.5918081e-05	N/A
0.000425001    	N/A	3.1041314e-05	5.2381402e-05	3.1054712e-05	3.7473329e-06	8.3082775e-05	N/A
0.000425038    	N/A	3.1036215e-05	5.2421869e-05	3.1042835e-05	3.8101784e-06	8.4199410e-05	N/A
0.000425074    	N/A	3.1037247e-05	5.2459088e-05	3.1030891e-05	3.8693331e-06	8.5390793e-05	N/A
0.000425111    	N/A	3.1025790e-05	5.2513269e-05	3.1021730e-05	3.6475312e-06	8.2151286e-05	N/A
0.000425148    	N/A	3.1019027e-05	5.2506251e-05	3.1012911e-05	3.5917572e-06	8.0795637e-05	N/A
0.000425185    	N/A	3.1012180e-05	5.2497216e-05	3.0993514e-05	3.4432725e-06	7.8706173e-05	N/A
0.000425221    	N/A	3.1013268e-05	5.2529333e-05	3.0996999e-05	3.5413963e-06	7.9581132e-05	N/A
0.000425258    	N/A	3.1012088e-05	5.2542147e-05	3.0992564e-05	3.6277635e-06	8.1964288e-05	N/A
0.000425295    	N/A	3.0996167e-05	5.2469298e-05	3.0986628e-05	3.3922610e-06	7.8435664e-05	N/A
0.000425332    	N/A	3.0990832e-05	5.2447813e-05	3.0976838e-05	3.4416941e-06	7.8724668e-05	N/A
0.000425368    	N/A	3.0982361e-05	5.2416099e-05	3.0973691e-05	3.6064590e-06	8.1025606e-05	N/A
0.000425405    	N/A	3.0980988e-05	5.2406671e-05	3.0944931e-05	3.5178602e-06	8.0475451e-05	N/A
0.000425442    	N/A	3.0984716e-05	5.2395664e-05	3.0932187e-05	3.4935660e-06	7.9826385e-05	N/A
0.000425479    	N/A	3.0965623e-05	5.2350060e-05	3.0934240e-05	3.3599746e-06	7.7715383e-05	N/A
0.000425515    	N/A	3.0957238e-05	5.2318829e-05	3.0931014e-05	3.4581591e-06	7.8888608e-05	N/A
0.000425552    	N/A	3.0956553e-05	5.2233437e-05	3.0911806e-05	3.3096015e-06	7.6626613e-05	N/A
0.000425589    	N/A	3.0954600e-05	5.2175924e-05	3.0900533e-05	3.2679226e-06	7.6045094e-05	N/A
0.000425625    	N/A	3.0952084e-05	5.2118704e-05	3.0899660e-05	3.2330636e-06	7.5800948e-05	N/A
0.000425662    	N/A	3.0944484e-05	5.2058123e-05	3.0890519e-05	3.1978794e-06	7.5876405e-05	N/A
0.000425699    	N/A	3.0932529e-05	5.1990760e-05	3.0879731e-05	3.1473615e-06	7.5064110e-05	N/A
0.000425736    	N/A	3.0929106e-05	5.1948199e-05	3.0869984e-05	3.1617645e-06	7.5262499e-05	N/A
0.000425772    	N/A	3.0932107e-05	5.1895497e-05	3.0872120e-05	3.3086299e-06	7.7186581e-05	N/A
0.000425809    	N/A	3.0930073e-05	5.1871094e-05	3.0859054e-05	3.4672007e-06	7.9638029e-05	N/A
0.000425846    	N/A	3.0932762e-05	5.1902428e-05	3.0848480e-05	3.7933513e-06	8.4530109e-05	N/A
0.000425883    	N/A	3.0918263e-05	5.1904742e-05	3.0844090e-05	3.4802567e-06	8.0043972e-05	N/A
0.000425919    	N/A	3.0918039e-05	5.1972066e-05	3.0847784e-05	3.6926288e-06	8.2611184e-05	N/A
0.000425956    	N/A	3.0916461e-05	5.1960418e-05	3.0834645e-05	3.4768601e-06	7.9264084e-05	N/A
0.000425993    	N/A	3.0925759e-05	5.2029895e-05	3.0837240e-05	3.6885823e-06	8.1776622e-05	N/A
0.00042603     	N/A	3.0917396e-05	5.2043486e-05	3.0827861e-05	3.6739303e-06	8.2188417e-05	N/A
0.000426066    	N/A	3.0918104e-05	5.2104521e-05	3.0817262e-05	3.8636935e-06	8.5203445e-05	N/A
0.000426103    	N/A	3.0897510e-05	5.2058653e-05	3.0797229e-05	3.5330232e-06	8.1076999e-05	N/A
0.00042614     	N/A	3.0892058e-05	5.1989149e-05	3.0790879e-05	3.3752084e-06	7.9000662e-05	N/A
0.000426177    	N/A	3.0894992e-05	5.1936025e-05	3.0791493e-05	3.2767998e-06	7.7158961e-05	N/A
0.000426213    	N/A	3.0889947e-05	5.1862880e-05	3.0776909e-05	3.3324244e-06	7.7775952e-05	N/A
0.00042625     	N/A	3.0880301e-05	5.1764068e-05	3.0768812e-05	3.5895181e-06	8.1342906e-05	N/A
0.000426287    	N/A	3.0875056e-05	5.1711071e-05	3.0763506e-05	3.3719077e-06	7.8332754e-05	N/A
0.000426323    	N/A	3.0872974e-05	5.1719303e-05	3.0761401e-05	3.4559088e-06	7.9731868e-05	N/A
0.00042636     	N/A	3.0856516e-05	5.1649531e-05	3.0748187e-05	3.4377485e-06	7.9817741e-05	N/A
0.000426397    	N/A	3.0841845e-05	5.1619660e-05	3.0742474e-05	3.4466505e-06	7.9685803e-05	N/A
0.000426434    	N/A	3.0832228e-05	5.1633073e-05	3.0738902e-05	3.5018828e-06	8.0948658e-05	N/A
0.00042647     	N/A	3.0826120e-05	5.1618810e-05	3.0727614e-05	3.3559304e-06	7.8774337e-05	N/A
0.000426507    	N/A	3.0816041e-05	5.1579868e-05	3.0721548e-05	3.2123577e-06	7.6463162e-05	N/A
0.000426544    	N/A	3.0808314e-05	5.1526044e-05	3.0715531e-05	3.1623672e-06	7.5433847e-05	N/A
0.000426581    	N/A	3.0809333e-05	5.1471516e-05	3.0711878e-05	3.1461617e-06	7.5232494e-05	N/A
0.000426617    	N/A	3.0802493e-05	5.1380269e-05	3.0710496e-05	3.1155699e-06	7.4903341e-05	N/A
0.000426654    	N/A	3.0801141e-05	5.1309088e-05	3.0701573e-05	3.0996784e-06	7.4634937e-05	N/A
0.000426691    	N/A	3.0791687e-05	5.1236844e-05	3.0688621e-05	3.1007919e-06	7.5003890e-05	N/A
0.000426728    	N/A	3.0789800e-05	5.1206116e-05	3.0683945e-05	3.0715270e-06	7.4525045e-05	N/A
0.000426764    	N/A	3.0792501e-05	5.1146485e-05	3.0681330e-05	3.0945055e-06	7.4820378e-05	N/A
0.000426801    	N/A	3.0789079e-05	5.1105341e-05	3.0681257e-05	3.2072171e-06	7.6539228e-05	N/A
0.000426838    	N/A	3.0775742e-05	5.1039355e-05	3.0670009e-05	3.1661544e-06	7.6045870e-05	N/A
0.000426875    	N/A	3.0780081e-05	5.1069828e-05	3.0664843e-05	3.3777358e-06	7.8902024e-05	N/A
0.000426911    	N/A	3.0768640e-05	5.1059285e-05	3.0657829e-05	3.2207046e-06	7.6784121e-05	N/A
0.000426948    	N/A	3.0770727e-05	5.1054878e-05	3.0656768e-05	3.2843710e-06	7.6993341e-05	N/A
0.000426985    	N/A	3.0773090e-05	5.1104597e-05	3.0657491e-05	3.3480526e-06	7.7707594e-05	N/A
0.000427021    	N/A	3.0762120e-05	5.1082515e-05	3.0648041e-05	3.1865209e-06	7.5445979e-05	N/A
0.000427058    	N/A	3.0754593e-05	5.1045471e-05	3.0642915e-05	3.1645890e-06	7.4802634e-05	N/A
0.000427095    	N/A	3.0758658e-05	5.1056773e-05	3.0637798e-05	3.3189457e-06	7.6574011e-05	N/A
0.000427132    	N/A	3.0747624e-05	5.1020538e-05	3.0635156e-05	3.3504583e-06	7.7103860e-05	N/A
0.000427168    	N/A	3.0741666e-05	5.1005160e-05	3.0627965e-05	3.3727141e-06	7.7775685e-05	N/A
0.000427205    	N/A	3.0735081e-05	5.1010143e-05	3.0618987e-05	3.4389125e-06	7.8771173e-05	N/A
0.000427242    	N/A	3.0736838e-05	5.0995784e-05	3.0612118e-05	3.5095980e-06	7.9481168e-05	N/A
0.000427279    	N/A	3.0732638e-05	5.1000400e-05	3.0595723e-05	3.5647079e-06	8.0475323e-05	N/A
0.000427315    	N/A	3.0715785e-05	5.0922643e-05	3.0581201e-05	3.3683795e-06	7.7551505e-05	N/A
0.000427352    	N/A	3.0709418e-05	5.0931772e-05	3.0582762e-05	3.4475129e-06	7.8565014e-05	N/A
0.000427389    	N/A	3.0704659e-05	5.0931786e-05	3.0587446e-05	3.5202200e-06	7.9580350e-05	N/A
0.000427426    	N/A	3.0693136e-05	5.0930490e-05	3.0571131e-05	3.4302683e-06	7.8498727e-05	N/A
0.000427462    	N/A	3.0686237e-05	5.0892629e-05	3.0565512e-05	3.2858176e-06	7.6390181e-05	N/A
0.000427499    	N/A	3.0682888e-05	5.0848143e-05	3.0558195e-05	3.3391288e-06	7.6728100e-05	N/A
0.000427536    	N/A	3.0681854e-05	5.0815096e-05	3.0560443e-05	3.4958867e-06	7.8680519e-05	N/A
0.000427573    	N/A	3.0668835e-05	5.0801348e-05	3.0548044e-05	3.5663865e-06	7.9926889e-05	N/A
0.000427609    	N/A	3.0652461e-05	5.0752032e-05	3.0534865e-05	3.3954364e-06	7.7847943e-05	N/A
0.000427646    	N/A	3.0651789e-05	5.0747772e-05	3.0531880e-05	3.4587246e-06	7.8391046e-05	N/A
0.000427683    	N/A	3.0649297e-05	5.0727127e-05	3.0523270e-05	3.5137931e-06	7.9106869e-05	N/A
0.000427719    	N/A	3.0645807e-05	5.0691755e-05	3.0509164e-05	3.5308701e-06	7.9799277e-05	N/A
0.000427756    	N/A	3.0646444e-05	5.0640985e-05	3.0504218e-05	3.5203608e-06	7.9441690e-05	N/A
0.000427793    	N/A	3.0637311e-05	5.0606834e-05	3.0504256e-05	3.6208103e-06	8.0841217e-05	N/A
0.00042783     	N/A	3.0637732e-05	5.0607340e-05	3.0503718e-05	3.5079538e-06	7.9134088e-05	N/A
0.000427866    	N/A	3.0630311e-05	5.0589991e-05	3.0493632e-05	3.4043591e-06	7.7337049e-05	N/A
0.000427903    	N/A	3.0624372e-05	5.0602004e-05	3.0487697e-05	3.4717179e-06	7.8052151e-05	N/A
0.00042794     	N/A	3.0615346e-05	5.0550717e-05	3.0481277e-05	3.3788433e-06	7.7060460e-05	N/A
0.000427977    	N/A	3.0614715e-05	5.0488090e-05	3.0472522e-05	3.3564929e-06	7.7178267e-05	N/A
0.000428013    	N/A	3.0603727e-05	5.0457786e-05	3.0467145e-05	3.7264523e-06	8.3566678e-05	N/A
0.00042805     	N/A	3.0599102e-05	5.0435249e-05	3.0457765e-05	3.8197216e-06	8.4902008e-05	N/A
0.000428087    	N/A	3.0599199e-05	5.0486099e-05	3.0461891e-05	4.0926756e-06	8.8969582e-05	N/A
0.000428124    	N/A	3.0587766e-05	5.0452559e-05	3.0440494e-05	3.6927932e-06	8.3235371e-05	N/A
0.00042816     	N/A	3.0582675e-05	5.0470198e-05	3.0434859e-05	3.5812833e-06	8.0896028e-05	N/A
0.000428197    	N/A	3.0576859e-05	5.0473310e-05	3.0428528e-05	3.4797195e-06	7.8782374e-05	N/A
0.000428234    	N/A	3.0577763e-05	5.0448473e-05	3.0422799e-05	3.4611119e-06	7.8464164e-05	N/A
0.000428271    	N/A	3.0570245e-05	5.0414909e-05	3.0405695e-05	3.4240171e-06	7.8416623e-05	N/A
0.000428307    	N/A	3.0560699e-05	5.0357296e-05	3.0396350e-05	3.9034421e-06	8.6666363e-05	N/A
0.000428344    	N/A	3.0549201e-05	5.0268826e-05	3.0381376e-05	3.6967435e-06	8.3780257e-05	N/A
0.000428381    	N/A	3.0542424e-05	5.0278952e-05	3.0371085e-05	3.6043532e-06	8.2127764e-05	N/A
0.000428417    	N/A	3.0548235e-05	5.0310238e-05	3.0354255e-05	3.6808559e-06	8.3082853e-05	N/A
0.000428454    	N/A	3.0537121e-05	5.0302772e-05	3.0338678e-05	3.4702924e-06	7.9620552e-05	N/A
0.000428491    	N/A	3.0535154e-05	5.0310200e-05	3.0331799e-05	3.5091434e-06	7.9362998e-05	N/A
0.000428528    	N/A	3.0530088e-05	5.0290267e-05	3.0328324e-05	3.6114176e-06	8.1677457e-05	N/A
0.000428564    	N/A	3.0518326e-05	5.0263943e-05	3.0338558e-05	3.9157057e-06	8.7319190e-05	N/A
0.000428601    	N/A	3.0505749e-05	5.0173609e-05	3.0321788e-05	3.5750862e-06	8.2501074e-05	N/A
0.000428638    	N/A	3.0499079e-05	5.0161095e-05	3.0312469e-05	3.4137016e-06	7.9682870e-05	N/A
0.000428675    	N/A	3.0491451e-05	5.0114739e-05	3.0307041e-05	3.3279439e-06	7.7958749e-05	N/A
0.000428711    	N/A	3.0478651e-05	5.0075102e-05	3.0299426e-05	3.2981804e-06	7.7177139e-05	N/A
0.000428748    	N/A	3.0470979e-05	4.9989394e-05	3.0291009e-05	3.2701030e-06	7.6574633e-05	N/A
0.000428785    	N/A	3.0473454e-05	4.9930870e-05	3.0286661e-05	3.2345086e-06	7.6481448e-05	N/A
0.000428822    	N/A	3.0466590e-05	4.9896020e-05	3.0272622e-05	3.2702778e-06	7.6892777e-05	N/A
0.000428858    	N/A	3.0462866e-05	4.9901319e-05	3.0255157e-05	3.5131641e-06	8.0386502e-05	N/A
0.000428895    	N/A	3.0451317e-05	4.9889102e-05	3.0245126e-05	3.3545047e-06	7.8201563e-05	N/A
0.000428932    	N/A	3.0449573e-05	4.9882666e-05	3.0240868e-05	3.3854759e-06	7.8600800e-05	N/A
