# Residuals    
# Time         	p              	Ux             	Uy             	Uz             	e              	k              	T              
0              	N/A	N/A	N/A	N/A	N/A
0.000320471    	N/A	2.3539646e-05	6.5998259e-05	2.4602626e-05	4.0104415e-06	7.7527342e-05	N/A
0.000320507    	N/A	2.3536799e-05	6.5983115e-05	2.4603354e-05	4.0433149e-06	7.7488065e-05	N/A
0.000320544    	N/A	2.3541755e-05	6.5957954e-05	2.4610291e-05	4.1249903e-06	7.7737301e-05	N/A
0.000320581    	N/A	2.3535525e-05	6.5936237e-05	2.4609294e-05	4.0110426e-06	7.7652665e-05	N/A
0.000320618    	N/A	2.3527094e-05	6.5913838e-05	2.4610062e-05	4.0007984e-06	7.7349698e-05	N/A
0.000320654    	N/A	2.3527101e-05	6.5905684e-05	2.4620100e-05	4.0935750e-06	7.7652873e-05	N/A
0.000320691    	N/A	2.3515538e-05	6.5877388e-05	2.4615812e-05	4.0561512e-06	7.8180268e-05	N/A
0.000320728    	N/A	2.3511387e-05	6.5856372e-05	2.4617193e-05	4.0640394e-06	7.8104770e-05	N/A
0.000320764    	N/A	2.3509899e-05	6.5825137e-05	2.4620889e-05	4.0490936e-06	7.7476550e-05	N/A
0.000320801    	N/A	2.3514521e-05	6.5814298e-05	2.4629683e-05	4.1698278e-06	7.8019859e-05	N/A
0.000320838    	N/A	2.3507163e-05	6.5789839e-05	2.4628464e-05	4.0372858e-06	7.7759631e-05	N/A
0.000320875    	N/A	2.3495324e-05	6.5767831e-05	2.4620940e-05	4.0121803e-06	7.7510624e-05	N/A
0.000320911    	N/A	2.3495545e-05	6.5755174e-05	2.4624301e-05	4.0881917e-06	7.7407371e-05	N/A
0.000320948    	N/A	2.3488880e-05	6.5731714e-05	2.4619871e-05	4.0440078e-06	7.7910634e-05	N/A
0.000320985    	N/A	2.3484112e-05	6.5712188e-05	2.4620400e-05	4.0505201e-06	7.7966606e-05	N/A
0.000321021    	N/A	2.3480908e-05	6.5690737e-05	2.4623315e-05	4.0548641e-06	7.7554801e-05	N/A
0.000321058    	N/A	2.3484788e-05	6.5670917e-05	2.4630119e-05	4.1768806e-06	7.8081159e-05	N/A
0.000321095    	N/A	2.3478393e-05	6.5655780e-05	2.4628110e-05	4.1220980e-06	7.8558323e-05	N/A
0.000321132    	N/A	2.3473849e-05	6.5633768e-05	2.4627620e-05	4.1217040e-06	7.8336162e-05	N/A
0.000321168    	N/A	2.3477703e-05	6.5618650e-05	2.4633031e-05	4.2316965e-06	7.9240536e-05	N/A
0.000321205    	N/A	2.3475359e-05	6.5590996e-05	2.4635796e-05	4.1132763e-06	7.8870826e-05	N/A
0.000321242    	N/A	2.3470790e-05	6.5561474e-05	2.4637599e-05	4.1066277e-06	7.8810772e-05	N/A
0.000321278    	N/A	2.3467574e-05	6.5532925e-05	2.4638642e-05	4.1250590e-06	7.8332597e-05	N/A
0.000321315    	N/A	2.3468589e-05	6.5506329e-05	2.4641067e-05	4.1948042e-06	7.8738680e-05	N/A
0.000321352    	N/A	2.3455115e-05	6.5460442e-05	2.4636853e-05	4.0845412e-06	7.8690158e-05	N/A
0.000321388    	N/A	2.3452994e-05	6.5437006e-05	2.4637319e-05	4.0563764e-06	7.8194062e-05	N/A
0.000321425    	N/A	2.3457614e-05	6.5425403e-05	2.4643974e-05	4.1262045e-06	7.8153589e-05	N/A
0.000321462    	N/A	2.3447821e-05	6.5396777e-05	2.4642689e-05	4.1702932e-06	7.9670478e-05	N/A
0.000321499    	N/A	2.3447106e-05	6.5377280e-05	2.4643582e-05	4.1590449e-06	7.9356585e-05	N/A
0.000321535    	N/A	2.3444323e-05	6.5354404e-05	2.4643075e-05	4.1648376e-06	7.8942179e-05	N/A
0.000321572    	N/A	2.3451621e-05	6.5346751e-05	2.4653049e-05	4.3381749e-06	8.0164534e-05	N/A
0.000321609    	N/A	2.3444622e-05	6.5325895e-05	2.4652291e-05	4.1535026e-06	7.9033137e-05	N/A
0.000321645    	N/A	2.3435748e-05	6.5311922e-05	2.4652326e-05	4.1622028e-06	7.9102566e-05	N/A
0.000321682    	N/A	2.3437709e-05	6.5294632e-05	2.4656264e-05	4.1858174e-06	7.8212076e-05	N/A
0.000321719    	N/A	2.3430688e-05	6.5256604e-05	2.4655562e-05	4.1425116e-06	7.9152053e-05	N/A
0.000321756    	N/A	2.3427505e-05	6.5237863e-05	2.4656170e-05	4.2233434e-06	7.9538992e-05	N/A
0.000321792    	N/A	2.3426242e-05	6.5214886e-05	2.4659865e-05	4.4130104e-06	8.1119900e-05	N/A
0.000321829    	N/A	2.3426207e-05	6.5193346e-05	2.4663045e-05	4.4859924e-06	8.1070255e-05	N/A
0.000321866    	N/A	2.3420966e-05	6.5197915e-05	2.4666911e-05	4.7508910e-06	8.5861164e-05	N/A
0.000321902    	N/A	2.3439555e-05	6.5270406e-05	2.4675570e-05	5.0021544e-06	8.9146786e-05	N/A
0.000321939    	N/A	2.3449139e-05	6.5185564e-05	2.4678392e-05	4.7982654e-06	8.2090224e-05	N/A
0.000321976    	N/A	2.3438917e-05	6.5392821e-05	2.4674653e-05	4.6749363e-06	8.1407505e-05	N/A
0.000322013    	N/A	2.3431400e-05	6.5423556e-05	2.4675118e-05	4.3581326e-06	8.1457492e-05	N/A
0.000322049    	N/A	2.3410818e-05	6.5125593e-05	2.4666400e-05	4.4492212e-06	8.1737290e-05	N/A
0.000322086    	N/A	2.3415888e-05	6.5108237e-05	2.4677116e-05	4.5831052e-06	8.1607934e-05	N/A
0.000322123    	N/A	2.3410904e-05	6.5089425e-05	2.4679089e-05	4.5266643e-06	8.2258197e-05	N/A
0.000322159    	N/A	2.3408658e-05	6.5061978e-05	2.4680378e-05	4.4369882e-06	8.1304122e-05	N/A
0.000322196    	N/A	2.3413804e-05	6.5044755e-05	2.4687312e-05	4.5514998e-06	8.1805793e-05	N/A
0.000322233    	N/A	2.3411327e-05	6.5022292e-05	2.4687135e-05	4.6000164e-06	8.3422246e-05	N/A
0.00032227     	N/A	2.3418546e-05	6.5001936e-05	2.4691817e-05	4.6580976e-06	8.4154511e-05	N/A
0.000322306    	N/A	2.3420656e-05	6.4987871e-05	2.4695334e-05	4.7078639e-06	8.3876921e-05	N/A
0.000322343    	N/A	2.3422825e-05	6.4982396e-05	2.4701504e-05	4.7748120e-06	8.3689365e-05	N/A
0.00032238     	N/A	2.3407448e-05	6.4945235e-05	2.4695143e-05	4.6270344e-06	8.3316957e-05	N/A
0.000322416    	N/A	2.3399275e-05	6.4915838e-05	2.4688749e-05	4.6589584e-06	8.3560040e-05	N/A
0.000322453    	N/A	2.3403685e-05	6.4919506e-05	2.4699251e-05	4.7542291e-06	8.4133468e-05	N/A
0.00032249     	N/A	2.3401376e-05	6.4899896e-05	2.4698979e-05	4.6225291e-06	8.3229456e-05	N/A
0.000322527    	N/A	2.3397852e-05	6.4878529e-05	2.4693881e-05	4.5271012e-06	8.2106688e-05	N/A
0.000322563    	N/A	2.3393303e-05	6.4859377e-05	2.4695617e-05	4.5249084e-06	8.1608897e-05	N/A
0.0003226      	N/A	2.3393515e-05	6.4836295e-05	2.4699635e-05	4.5178671e-06	8.0448687e-05	N/A
0.000322637    	N/A	2.3382057e-05	6.4797239e-05	2.4690937e-05	4.3479723e-06	7.9775403e-05	N/A
0.000322673    	N/A	2.3380576e-05	6.4777380e-05	2.4686324e-05	4.3904261e-06	8.0264607e-05	N/A
0.00032271     	N/A	2.3386443e-05	6.4762730e-05	2.4694886e-05	4.4858394e-06	8.0727935e-05	N/A
0.000322747    	N/A	2.3377122e-05	6.4724210e-05	2.4688025e-05	4.4239896e-06	8.0954576e-05	N/A
0.000322784    	N/A	2.3371716e-05	6.4698208e-05	2.4687030e-05	4.3750620e-06	8.0101127e-05	N/A
0.00032282     	N/A	2.3369718e-05	6.4667539e-05	2.4683987e-05	4.3619886e-06	7.9407129e-05	N/A
0.000322857    	N/A	2.3375554e-05	6.4647841e-05	2.4691646e-05	4.4609294e-06	7.9699482e-05	N/A
0.000322894    	N/A	2.3366535e-05	6.4610696e-05	2.4686663e-05	4.3121506e-06	7.9653058e-05	N/A
0.00032293     	N/A	2.3356314e-05	6.4571856e-05	2.4683072e-05	4.2719070e-06	7.8864627e-05	N/A
0.000322967    	N/A	2.3361247e-05	6.4551348e-05	2.4690963e-05	4.3532960e-06	7.8870277e-05	N/A
0.000323004    	N/A	2.3350103e-05	6.4514866e-05	2.4685686e-05	4.2866515e-06	7.8870679e-05	N/A
0.000323041    	N/A	2.3347411e-05	6.4542123e-05	2.4690519e-05	4.2736899e-06	7.8706906e-05	N/A
0.000323077    	N/A	2.3338110e-05	6.4465038e-05	2.4683103e-05	4.2815611e-06	7.8310703e-05	N/A
0.000323114    	N/A	2.3345169e-05	6.4521881e-05	2.4689611e-05	4.3858164e-06	7.8238653e-05	N/A
0.000323151    	N/A	2.3343690e-05	6.4511837e-05	2.4682375e-05	4.7288548e-06	8.3575609e-05	N/A
0.000323187    	N/A	2.3333593e-05	6.4421690e-05	2.4677584e-05	4.5270588e-06	7.8570677e-05	N/A
0.000323224    	N/A	2.3335804e-05	6.4560547e-05	2.4687178e-05	4.5913144e-06	7.9210845e-05	N/A
0.000323261    	N/A	2.3323924e-05	6.4570566e-05	2.4674707e-05	4.2764194e-06	7.9300392e-05	N/A
0.000323297    	N/A	2.3308206e-05	6.4337428e-05	2.4669915e-05	4.2326092e-06	7.8648137e-05	N/A
0.000323334    	N/A	2.3301084e-05	6.4309062e-05	2.4671468e-05	4.2856123e-06	7.8493841e-05	N/A
0.000323371    	N/A	2.3314572e-05	6.4295692e-05	2.4676652e-05	4.3742841e-06	7.8338967e-05	N/A
0.000323408    	N/A	2.3294307e-05	6.4246803e-05	2.4668129e-05	4.2420628e-06	7.8581321e-05	N/A
0.000323444    	N/A	2.3297543e-05	6.4249070e-05	2.4665411e-05	4.2277053e-06	7.8372038e-05	N/A
0.000323481    	N/A	2.3294919e-05	6.4219424e-05	2.4671965e-05	4.3900124e-06	7.9210316e-05	N/A
0.000323518    	N/A	2.3291288e-05	6.4207501e-05	2.4670112e-05	4.3074780e-06	7.9074086e-05	N/A
0.000323554    	N/A	2.3290753e-05	6.4189697e-05	2.4674112e-05	4.3187365e-06	7.9047762e-05	N/A
0.000323591    	N/A	2.3290379e-05	6.4187385e-05	2.4678297e-05	4.3908824e-06	7.9438042e-05	N/A
0.000323628    	N/A	2.3297050e-05	6.4172959e-05	2.4683910e-05	4.4632780e-06	7.9080791e-05	N/A
0.000323665    	N/A	2.3294746e-05	6.4161334e-05	2.4681536e-05	4.4668125e-06	8.1172946e-05	N/A
0.000323701    	N/A	2.3290642e-05	6.4135024e-05	2.4677772e-05	4.3587229e-06	7.9574565e-05	N/A
0.000323738    	N/A	2.3297729e-05	6.4127652e-05	2.4681716e-05	4.5047042e-06	8.0385384e-05	N/A
0.000323775    	N/A	2.3315321e-05	6.4140008e-05	2.4679234e-05	5.8460170e-06	9.6220573e-05	N/A
0.000323811    	N/A	2.3316498e-05	6.4239516e-05	2.4677740e-05	5.5028910e-06	9.2737655e-05	N/A
0.000323848    	N/A	2.3307372e-05	6.4253618e-05	2.4684068e-05	4.8893242e-06	8.4910218e-05	N/A
0.000323885    	N/A	2.3304027e-05	6.4173101e-05	2.4692749e-05	4.7681519e-06	8.1089617e-05	N/A
0.000323922    	N/A	2.3297013e-05	6.4107557e-05	2.4689449e-05	4.6291618e-06	8.0059448e-05	N/A
0.000323958    	N/A	2.3285769e-05	6.4110338e-05	2.4685171e-05	4.6200753e-06	7.9861027e-05	N/A
0.000323995    	N/A	2.3284858e-05	6.4162330e-05	2.4689002e-05	4.6647710e-06	8.1189978e-05	N/A
0.000324032    	N/A	2.3269720e-05	6.4096115e-05	2.4680183e-05	4.6997569e-06	8.2149572e-05	N/A
0.000324068    	N/A	2.3262816e-05	6.4145805e-05	2.4676980e-05	4.5877557e-06	8.2221204e-05	N/A
0.000324105    	N/A	2.3259088e-05	6.4085375e-05	2.4677206e-05	4.5535422e-06	8.2055489e-05	N/A
0.000324142    	N/A	2.3261113e-05	6.4025709e-05	2.4681247e-05	4.5891336e-06	8.0600442e-05	N/A
0.000324179    	N/A	2.3263205e-05	6.4057172e-05	2.4692614e-05	5.9200463e-06	9.8886998e-05	N/A
0.000324215    	N/A	2.3252914e-05	6.4117175e-05	2.4679642e-05	4.9174156e-06	8.7940925e-05	N/A
0.000324252    	N/A	2.3259520e-05	6.4097017e-05	2.4679688e-05	4.7571209e-06	8.3732156e-05	N/A
0.000324289    	N/A	2.3251433e-05	6.3939310e-05	2.4677620e-05	4.6618238e-06	8.1941321e-05	N/A
0.000324325    	N/A	2.3247185e-05	6.3990132e-05	2.4677825e-05	4.5967148e-06	8.0485546e-05	N/A
0.000324362    	N/A	2.3241589e-05	6.4065586e-05	2.4678018e-05	4.5680621e-06	8.1096162e-05	N/A
0.000324399    	N/A	2.3239353e-05	6.4014879e-05	2.4682492e-05	4.5131957e-06	8.0536692e-05	N/A
0.000324436    	N/A	2.3233753e-05	6.3904799e-05	2.4672013e-05	4.3013596e-06	7.9558107e-05	N/A
0.000324472    	N/A	2.3222707e-05	6.3874071e-05	2.4666019e-05	4.5447299e-06	8.2260034e-05	N/A
0.000324509    	N/A	2.3223621e-05	6.3858088e-05	2.4667568e-05	4.4324810e-06	7.9644644e-05	N/A
0.000324546    	N/A	2.3216027e-05	6.3808328e-05	2.4663606e-05	4.3885445e-06	8.0076118e-05	N/A
0.000324582    	N/A	2.3209653e-05	6.3793533e-05	2.4664003e-05	4.3281549e-06	8.0062202e-05	N/A
0.000324619    	N/A	2.3207052e-05	6.3731037e-05	2.4660694e-05	4.3594609e-06	7.9762868e-05	N/A
0.000324656    	N/A	2.3214218e-05	6.3707228e-05	2.4671585e-05	4.4723906e-06	8.0149462e-05	N/A
0.000324693    	N/A	2.3207072e-05	6.3662462e-05	2.4667113e-05	4.3836140e-06	8.0212796e-05	N/A
0.000324729    	N/A	2.3201899e-05	6.3624087e-05	2.4660096e-05	4.3737630e-06	7.9930664e-05	N/A
0.000324766    	N/A	2.3207414e-05	6.3601408e-05	2.4664420e-05	4.4336465e-06	8.0121282e-05	N/A
0.000324803    	N/A	2.3196529e-05	6.3562233e-05	2.4655013e-05	4.3303699e-06	7.9578635e-05	N/A
0.000324839    	N/A	2.3198509e-05	6.3545143e-05	2.4664332e-05	4.4779749e-06	8.1222848e-05	N/A
0.000324876    	N/A	2.3200505e-05	6.3537508e-05	2.4670502e-05	4.5575978e-06	8.1519932e-05	N/A
0.000324913    	N/A	2.3202864e-05	6.3532655e-05	2.4680039e-05	4.7090969e-06	8.1935794e-05	N/A
0.00032495     	N/A	2.3196583e-05	6.3518554e-05	2.4674400e-05	4.5562066e-06	8.1643385e-05	N/A
0.000324986    	N/A	2.3195162e-05	6.3503805e-05	2.4665801e-05	4.6100957e-06	8.2108275e-05	N/A
0.000325023    	N/A	2.3197451e-05	6.3495969e-05	2.4667129e-05	4.6155686e-06	8.1607238e-05	N/A
0.00032506     	N/A	2.3195857e-05	6.3480397e-05	2.4664943e-05	4.5588819e-06	8.1611908e-05	N/A
0.000325096    	N/A	2.3194366e-05	6.3475767e-05	2.4665314e-05	4.5793247e-06	8.2186938e-05	N/A
0.000325133    	N/A	2.3194229e-05	6.3466053e-05	2.4667970e-05	4.6292614e-06	8.2123570e-05	N/A
0.00032517     	N/A	2.3201479e-05	6.3455237e-05	2.4680476e-05	4.7019643e-06	8.1635885e-05	N/A
0.000325207    	N/A	2.3196918e-05	6.3436324e-05	2.4676980e-05	4.5091800e-06	8.0946032e-05	N/A
0.000325243    	N/A	2.3190940e-05	6.3411031e-05	2.4676205e-05	4.4953269e-06	8.0620560e-05	N/A
0.00032528     	N/A	2.3192997e-05	6.3415076e-05	2.4675184e-05	4.5519138e-06	8.0470294e-05	N/A
0.000325317    	N/A	2.3190518e-05	6.3457909e-05	2.4673578e-05	4.9645884e-06	8.6054961e-05	N/A
0.000325353    	N/A	2.3188861e-05	6.3455509e-05	2.4670626e-05	4.7475683e-06	8.1687527e-05	N/A
0.00032539     	N/A	2.3186754e-05	6.3474290e-05	2.4666238e-05	4.7231286e-06	8.1158290e-05	N/A
0.000325427    	N/A	2.3194155e-05	6.3541291e-05	2.4675044e-05	4.5787574e-06	8.0246737e-05	N/A
0.000325463    	N/A	2.3180875e-05	6.3394397e-05	2.4666799e-05	4.4288217e-06	7.9752582e-05	N/A
0.0003255      	N/A	2.3182163e-05	6.3443538e-05	2.4663696e-05	4.9735415e-06	8.5912616e-05	N/A
0.000325537    	N/A	2.3185601e-05	6.3389204e-05	2.4668771e-05	4.8141615e-06	7.9950214e-05	N/A
0.000325574    	N/A	2.3177538e-05	6.3547708e-05	2.4663832e-05	4.6923295e-06	7.9669953e-05	N/A
0.00032561     	N/A	2.3177458e-05	6.3641594e-05	2.4655781e-05	4.9017071e-06	8.4967958e-05	N/A
0.000325647    	N/A	2.3171594e-05	6.3357132e-05	2.4648670e-05	4.7236672e-06	7.9458105e-05	N/A
0.000325684    	N/A	2.3180500e-05	6.3506625e-05	2.4652347e-05	5.2003990e-06	8.4237242e-05	N/A
0.00032572     	N/A	2.3168500e-05	6.3556890e-05	2.4645649e-05	4.5599597e-06	8.0114312e-05	N/A
0.000325757    	N/A	2.3156407e-05	6.3354154e-05	2.4640889e-05	4.5045030e-06	7.9133162e-05	N/A
0.000325794    	N/A	2.3161397e-05	6.3406587e-05	2.4643941e-05	4.7678941e-06	8.1549627e-05	N/A
0.000325831    	N/A	2.3150831e-05	6.3397724e-05	2.4638053e-05	4.5442510e-06	8.0310753e-05	N/A
0.000325867    	N/A	2.3140553e-05	6.3324190e-05	2.4636604e-05	4.5117682e-06	7.9879714e-05	N/A
0.000325904    	N/A	2.3136657e-05	6.3372168e-05	2.4635395e-05	4.5081404e-06	7.9471198e-05	N/A
0.000325941    	N/A	2.3140451e-05	6.3382915e-05	2.4641883e-05	4.4788737e-06	7.9287502e-05	N/A
0.000325977    	N/A	2.3128812e-05	6.3300014e-05	2.4635393e-05	4.3295589e-06	7.8595890e-05	N/A
0.000326014    	N/A	2.3125822e-05	6.3306903e-05	2.4634985e-05	4.3194564e-06	7.8536256e-05	N/A
0.000326051    	N/A	2.3129018e-05	6.3316384e-05	2.4643414e-05	4.3964622e-06	7.8753145e-05	N/A
0.000326088    	N/A	2.3126243e-05	6.3310766e-05	2.4647788e-05	4.4693590e-06	8.0043291e-05	N/A
0.000326124    	N/A	2.3121663e-05	6.3301071e-05	2.4644819e-05	4.4492949e-06	7.9789649e-05	N/A
0.000326161    	N/A	2.3123490e-05	6.3299318e-05	2.4646797e-05	4.4372714e-06	7.9178680e-05	N/A
0.000326198    	N/A	2.3133088e-05	6.3301748e-05	2.4655876e-05	4.6669308e-06	8.0799078e-05	N/A
0.000326234    	N/A	2.3131952e-05	6.3302268e-05	2.4654320e-05	4.4996289e-06	8.0448941e-05	N/A
0.000326271    	N/A	2.3125644e-05	6.3293696e-05	2.4649304e-05	4.4794184e-06	8.0470223e-05	N/A
0.000326308    	N/A	2.3137893e-05	6.3318804e-05	2.4653970e-05	5.3167240e-06	8.9519638e-05	N/A
0.000326345    	N/A	2.3133835e-05	6.3379321e-05	2.4655797e-05	4.8923298e-06	8.5477923e-05	N/A
0.000326381    	N/A	2.3137781e-05	6.3423144e-05	2.4656485e-05	5.4021703e-06	9.0541696e-05	N/A
0.000326418    	N/A	2.3137180e-05	6.3460717e-05	2.4656085e-05	4.8667644e-06	8.3682714e-05	N/A
0.000326455    	N/A	2.3145737e-05	6.3452726e-05	2.4669734e-05	4.8945963e-06	8.1604352e-05	N/A
0.000326491    	N/A	2.3139708e-05	6.3460171e-05	2.4677233e-05	5.3768343e-06	8.7888314e-05	N/A
0.000326528    	N/A	2.3139587e-05	6.3554965e-05	2.4677604e-05	5.2087685e-06	8.6635386e-05	N/A
0.000326565    	N/A	2.3154766e-05	6.3730985e-05	2.4701292e-05	5.7700369e-06	9.2951471e-05	N/A
0.000326602    	N/A	2.3145552e-05	6.3717116e-05	2.4695955e-05	5.0602768e-06	8.5160776e-05	N/A
0.000326638    	N/A	2.3146999e-05	6.3731279e-05	2.4696731e-05	4.7935151e-06	8.2155792e-05	N/A
0.000326675    	N/A	2.3145498e-05	6.3601435e-05	2.4698584e-05	4.7954629e-06	8.1177975e-05	N/A
0.000326712    	N/A	2.3155821e-05	6.3789772e-05	2.4717774e-05	5.9003305e-06	9.4806091e-05	N/A
0.000326748    	N/A	2.3144496e-05	6.3767962e-05	2.4708158e-05	5.2010217e-06	8.2121095e-05	N/A
0.000326785    	N/A	2.3143162e-05	6.4037634e-05	2.4708456e-05	5.0472947e-06	8.3509375e-05	N/A
0.000326822    	N/A	2.3138322e-05	6.4044957e-05	2.4704793e-05	5.0744703e-06	8.4915865e-05	N/A
0.000326859    	N/A	2.3147673e-05	6.3964549e-05	2.4709661e-05	5.2631710e-06	8.8320425e-05	N/A
0.000326895    	N/A	2.3140773e-05	6.3710920e-05	2.4714552e-05	5.1710151e-06	8.7569003e-05	N/A
0.000326932    	N/A	2.3139478e-05	6.3783548e-05	2.4706196e-05	4.9249810e-06	8.2775403e-05	N/A
0.000326969    	N/A	2.3142115e-05	6.3830536e-05	2.4704563e-05	4.9044940e-06	8.0612741e-05	N/A
0.000327005    	N/A	2.3135139e-05	6.3793630e-05	2.4698220e-05	4.6750139e-06	7.9655226e-05	N/A
0.000327042    	N/A	2.3135095e-05	6.3808819e-05	2.4698033e-05	4.5400608e-06	8.0722391e-05	N/A
0.000327079    	N/A	2.3149120e-05	6.3689033e-05	2.4706849e-05	5.2727588e-06	8.8364794e-05	N/A
0.000327116    	N/A	2.3142039e-05	6.3738168e-05	2.4706861e-05	4.6733296e-06	8.3171377e-05	N/A
0.000327152    	N/A	2.3130012e-05	6.3635495e-05	2.4699348e-05	4.5425577e-06	8.0792608e-05	N/A
0.000327189    	N/A	2.3130064e-05	6.3577396e-05	2.4702376e-05	4.5132469e-06	7.9562883e-05	N/A
0.000327226    	N/A	2.3138531e-05	6.3602795e-05	2.4710229e-05	4.5945743e-06	7.9237106e-05	N/A
0.000327262    	N/A	2.3130727e-05	6.3638785e-05	2.4706355e-05	4.4180919e-06	7.9025407e-05	N/A
0.000327299    	N/A	2.3125273e-05	6.3665398e-05	2.4701431e-05	4.3895571e-06	7.8425296e-05	N/A
0.000327336    	N/A	2.3131095e-05	6.3702046e-05	2.4709549e-05	4.3939718e-06	7.9018975e-05	N/A
0.000327373    	N/A	2.3120641e-05	6.3570155e-05	2.4700607e-05	4.2728266e-06	7.8021191e-05	N/A
0.000327409    	N/A	2.3118367e-05	6.3572000e-05	2.4702923e-05	4.2489328e-06	7.7578495e-05	N/A
0.000327446    	N/A	2.3116842e-05	6.3568584e-05	2.4706300e-05	4.3109332e-06	7.8027860e-05	N/A
0.000327483    	N/A	2.3132651e-05	6.3653412e-05	2.4726902e-05	4.8042038e-06	8.2693685e-05	N/A
0.000327519    	N/A	2.3130529e-05	6.3652294e-05	2.4725868e-05	4.4693220e-06	7.8502733e-05	N/A
0.000327556    	N/A	2.3128104e-05	6.3604336e-05	2.4722492e-05	4.4185430e-06	7.7995589e-05	N/A
0.000327593    	N/A	2.3131866e-05	6.3686943e-05	2.4731172e-05	4.5090604e-06	7.8052092e-05	N/A
0.00032763     	N/A	2.3128817e-05	6.3703136e-05	2.4727750e-05	4.4052417e-06	7.7676728e-05	N/A
0.000327666    	N/A	2.3130485e-05	6.3665928e-05	2.4726961e-05	4.2866101e-06	7.8278911e-05	N/A
0.000327703    	N/A	2.3126152e-05	6.3545953e-05	2.4720943e-05	4.2521110e-06	7.7236742e-05	N/A
0.00032774     	N/A	2.3136093e-05	6.3543007e-05	2.4731681e-05	4.3911052e-06	7.7728805e-05	N/A
0.000327776    	N/A	2.3137129e-05	6.3529696e-05	2.4731087e-05	4.2466041e-06	7.7355398e-05	N/A
0.000327813    	N/A	2.3135813e-05	6.3513322e-05	2.4729910e-05	4.2384026e-06	7.7186577e-05	N/A
0.00032785     	N/A	2.3145710e-05	6.3520849e-05	2.4742752e-05	4.3247286e-06	7.7681543e-05	N/A
0.000327887    	N/A	2.3139492e-05	6.3498266e-05	2.4737706e-05	4.2242465e-06	7.7119504e-05	N/A
0.000327923    	N/A	2.3140161e-05	6.3500630e-05	2.4737971e-05	4.2282078e-06	7.7622711e-05	N/A
0.00032796     	N/A	2.3140149e-05	6.3498986e-05	2.4739002e-05	4.2326113e-06	7.6746057e-05	N/A
0.000327997    	N/A	2.3146643e-05	6.3500467e-05	2.4746705e-05	4.3159234e-06	7.6581723e-05	N/A
0.000328033    	N/A	2.3142967e-05	6.3488889e-05	2.4740968e-05	4.1950138e-06	7.6583110e-05	N/A
0.00032807     	N/A	2.3146858e-05	6.3493340e-05	2.4736236e-05	4.9749120e-06	8.5077407e-05	N/A
0.000328107    	N/A	2.3155030e-05	6.3574727e-05	2.4746194e-05	4.5698501e-06	8.0088204e-05	N/A
0.000328144    	N/A	2.3153448e-05	6.3565905e-05	2.4744425e-05	4.3590343e-06	7.7812571e-05	N/A
0.00032818     	N/A	2.3149252e-05	6.3504077e-05	2.4745375e-05	4.3562498e-06	7.7474669e-05	N/A
0.000328217    	N/A	2.3156214e-05	6.3537862e-05	2.4750945e-05	4.4346330e-06	7.7728308e-05	N/A
0.000328254    	N/A	2.3176434e-05	6.3618251e-05	2.4774660e-05	5.1279320e-06	8.4796373e-05	N/A
0.00032829     	N/A	2.3175431e-05	6.3690472e-05	2.4779394e-05	4.6124582e-06	8.2511427e-05	N/A
0.000328327    	N/A	2.3168796e-05	6.3605750e-05	2.4771832e-05	4.4378595e-06	7.9435132e-05	N/A
0.000328364    	N/A	2.3181837e-05	6.3636230e-05	2.4785727e-05	4.9012421e-06	8.3916311e-05	N/A
0.0003284      	N/A	2.3181395e-05	6.3619098e-05	2.4782596e-05	4.5253069e-06	7.8684254e-05	N/A
0.000328437    	N/A	2.3179651e-05	6.3644100e-05	2.4780448e-05	4.4859843e-06	7.7772449e-05	N/A
0.000328474    	N/A	2.3182173e-05	6.3708903e-05	2.4785540e-05	4.4493790e-06	7.8776812e-05	N/A
0.000328511    	N/A	2.3185886e-05	6.3642458e-05	2.4786005e-05	4.4098908e-06	7.8183276e-05	N/A
0.000328547    	N/A	2.3181390e-05	6.3571414e-05	2.4783213e-05	4.2583471e-06	7.7874147e-05	N/A
0.000328584    	N/A	2.3182214e-05	6.3575171e-05	2.4782592e-05	4.2548834e-06	7.7813623e-05	N/A
0.000328621    	N/A	2.3190711e-05	6.3576035e-05	2.4788602e-05	4.2704875e-06	7.7026023e-05	N/A
0.000328657    	N/A	2.3183494e-05	6.3548580e-05	2.4778340e-05	4.1564760e-06	7.6246271e-05	N/A
0.000328694    	N/A	2.3180994e-05	6.3530004e-05	2.4776047e-05	4.1666957e-06	7.6449865e-05	N/A
0.000328731    	N/A	2.3185467e-05	6.3516487e-05	2.4770269e-05	4.2486324e-06	7.7228084e-05	N/A
0.000328768    	N/A	2.3193680e-05	6.3511060e-05	2.4778453e-05	4.3035177e-06	7.6659538e-05	N/A
0.000328804    	N/A	2.3190808e-05	6.3497260e-05	2.4778624e-05	4.1953868e-06	7.6381341e-05	N/A
0.000328841    	N/A	2.3190618e-05	6.3487335e-05	2.4779132e-05	4.1691289e-06	7.5868873e-05	N/A
0.000328878    	N/A	2.3199782e-05	6.3494903e-05	2.4790282e-05	4.2533588e-06	7.6198683e-05	N/A
0.000328914    	N/A	2.3193610e-05	6.3477422e-05	2.4786981e-05	4.1559346e-06	7.5716423e-05	N/A
0.000328951    	N/A	2.3193251e-05	6.3473837e-05	2.4786720e-05	4.1807076e-06	7.6001813e-05	N/A
