# Region type : patch inlet
# Faces  :     7870
# Area   :     7.0477774e-05
# Time         	average(U)	average(p)	average(T)	average(rho)
5.27458e-05    	(1.1949810e+02 -5.4783155e-01 -1.0278588e+02)	1.6396081e+05	2.7761257e+02	2.0504867e+00
5.32284e-05    	(1.1928492e+02 -5.4731287e-01 -1.0257367e+02)	1.6408811e+05	2.7767577e+02	2.0516357e+00
5.37098e-05    	(1.1906801e+02 -5.4597179e-01 -1.0235638e+02)	1.6421733e+05	2.7773977e+02	2.0528010e+00
5.41902e-05    	(1.1884373e+02 -5.4529690e-01 -1.0213123e+02)	1.6434997e+05	2.7780526e+02	2.0539957e+00
5.46696e-05    	(1.1861355e+02 -5.4525748e-01 -1.0190138e+02)	1.6448475e+05	2.7787164e+02	2.0552084e+00
5.51482e-05    	(1.1838130e+02 -5.4567045e-01 -1.0167069e+02)	1.6461963e+05	2.7793793e+02	2.0564210e+00
5.56261e-05    	(1.1815095e+02 -5.4600698e-01 -1.0144267e+02)	1.6475225e+05	2.7800292e+02	2.0576118e+00
5.61034e-05    	(1.1791834e+02 -5.4702962e-01 -1.0121338e+02)	1.6488526e+05	2.7806801e+02	2.0588056e+00
5.65802e-05    	(1.1769650e+02 -5.4716350e-01 -1.0099791e+02)	1.6501104e+05	2.7812953e+02	2.0599341e+00
5.70565e-05    	(1.1747517e+02 -5.4720646e-01 -1.0078395e+02)	1.6513582e+05	2.7819048e+02	2.0610532e+00
5.75316e-05    	(1.1726442e+02 -5.4621006e-01 -1.0058282e+02)	1.6525409e+05	2.7824826e+02	2.0621139e+00
5.80056e-05    	(1.1705757e+02 -5.4473498e-01 -1.0038741e+02)	1.6536964e+05	2.7830473e+02	2.0631504e+00
5.84786e-05    	(1.1686356e+02 -5.4173851e-01 -1.0020693e+02)	1.6547755e+05	2.7835749e+02	2.0641186e+00
5.89507e-05    	(1.1666563e+02 -5.3817827e-01 -1.0002351e+02)	1.6558744e+05	2.7841121e+02	2.0651045e+00
5.94222e-05    	(1.1648142e+02 -5.3270902e-01 -9.9857838e+01)	1.6568909e+05	2.7846102e+02	2.0660173e+00
5.98929e-05    	(1.1629048e+02 -5.2611101e-01 -9.9687241e+01)	1.6579407e+05	2.7851239e+02	2.0669595e+00
6.03626e-05    	(1.1611152e+02 -5.1772350e-01 -9.9531811e+01)	1.6589183e+05	2.7856031e+02	2.0678376e+00
6.08312e-05    	(1.1592531e+02 -5.0671762e-01 -9.9371475e+01)	1.6599348e+05	2.7861013e+02	2.0687505e+00
6.1299e-05     	(1.1574542e+02 -4.9305532e-01 -9.9223100e+01)	1.6609088e+05	2.7865802e+02	2.0696265e+00
6.17664e-05    	(1.1555238e+02 -4.7660321e-01 -9.9065744e+01)	1.6619477e+05	2.7870898e+02	2.0705599e+00
6.22342e-05    	(1.1535347e+02 -4.5694583e-01 -9.8909282e+01)	1.6630124e+05	2.7876135e+02	2.0715175e+00
6.27035e-05    	(1.1513503e+02 -4.3254248e-01 -9.8743080e+01)	1.6641721e+05	2.7881837e+02	2.0725604e+00
6.31751e-05    	(1.1489115e+02 -4.0380329e-01 -9.8561691e+01)	1.6654559e+05	2.7888143e+02	2.0737145e+00
6.36489e-05    	(1.1461870e+02 -3.6977439e-01 -9.8363921e+01)	1.6668797e+05	2.7895134e+02	2.0749942e+00
6.41229e-05    	(1.1431185e+02 -3.3134589e-01 -9.8145003e+01)	1.6684683e+05	2.7902920e+02	2.0764208e+00
6.45953e-05    	(1.1397599e+02 -2.8729348e-01 -9.7909962e+01)	1.6701881e+05	2.7911334e+02	2.0779642e+00
6.50652e-05    	(1.1360425e+02 -2.3946541e-01 -9.7649082e+01)	1.6720805e+05	2.7920572e+02	2.0796610e+00
6.55326e-05    	(1.1321615e+02 -1.8762688e-01 -9.7381274e+01)	1.6740361e+05	2.7930112e+02	2.0814139e+00
