# Region type : patch inlet
# Faces  :     351
# Area   :     1.5480301e-05
# Time         	average(U)	average(p)	average(T)	average(rho)
1.65941e-05    	(3.0574056e+01 -4.6544680e-01 -2.5842192e+01)	1.0891325e+05	2.9305287e+02	1.2918021e+00
1.70176e-05    	(3.0914062e+01 -4.5418522e-01 -2.6131499e+01)	1.0889017e+05	2.9303220e+02	1.2916192e+00
1.74411e-05    	(3.1273890e+01 -4.4084560e-01 -2.6437092e+01)	1.0886496e+05	2.9300990e+02	1.2914183e+00
1.78646e-05    	(3.1654206e+01 -4.2644076e-01 -2.6759383e+01)	1.0883753e+05	2.9298587e+02	1.2911984e+00
1.82881e-05    	(3.2053515e+01 -4.1259558e-01 -2.7097477e+01)	1.0880795e+05	2.9296018e+02	1.2909604e+00
1.87116e-05    	(3.2466838e+01 -4.0067743e-01 -2.7447382e+01)	1.0877661e+05	2.9293312e+02	1.2907073e+00
1.91351e-05    	(3.2885730e+01 -3.9149211e-01 -2.7801676e+01)	1.0874421e+05	2.9290525e+02	1.2904453e+00
1.95586e-05    	(3.3300925e+01 -3.8566962e-01 -2.8152069e+01)	1.0871160e+05	2.9287721e+02	1.2901814e+00
1.99821e-05    	(3.3704186e+01 -3.8302814e-01 -2.8492013e+01)	1.0867954e+05	2.9284957e+02	1.2899221e+00
2.04056e-05    	(3.4089545e+01 -3.8333476e-01 -2.8816736e+01)	1.0864862e+05	2.9282282e+02	1.2896724e+00
2.08291e-05    	(3.4455866e+01 -3.8600776e-01 -2.9125554e+01)	1.0861905e+05	2.9279710e+02	1.2894342e+00
2.12526e-05    	(3.4818464e+01 -4.9364755e-01 -2.9324534e+01)	1.0859015e+05	2.9277191e+02	1.2892018e+00
2.16761e-05    	(3.4994464e+01 -4.8735232e-01 -2.9439952e+01)	1.0857314e+05	2.9275581e+02	1.2890698e+00
2.20996e-05    	(3.5403363e+01 -4.7353825e-01 -2.9772087e+01)	1.0854042e+05	2.9272767e+02	1.2888049e+00
2.25231e-05    	(3.5751055e+01 -4.7481431e-01 -3.0071134e+01)	1.0851045e+05	2.9270164e+02	1.2885632e+00
2.29466e-05    	(3.6083297e+01 -4.7056036e-01 -3.0349956e+01)	1.0848310e+05	2.9267763e+02	1.2883438e+00
2.33701e-05    	(3.6429577e+01 -4.6906038e-01 -3.0638595e+01)	1.0845393e+05	2.9265221e+02	1.2881089e+00
2.37936e-05    	(3.6751980e+01 -4.7253761e-01 -3.0910110e+01)	1.0842606e+05	2.9262778e+02	1.2878849e+00
2.42171e-05    	(3.7089074e+01 -4.7821129e-01 -3.1195322e+01)	1.0839720e+05	2.9260259e+02	1.2876526e+00
2.46406e-05    	(3.7499143e+01 -4.8542701e-01 -3.1537199e+01)	1.0836197e+05	2.9257249e+02	1.2873662e+00
2.50641e-05    	(3.7972040e+01 -4.9322821e-01 -3.1929881e+01)	1.0832017e+05	2.9253729e+02	1.2870240e+00
2.54876e-05    	(3.8456951e+01 -4.9967090e-01 -3.2334289e+01)	1.0827589e+05	2.9250016e+02	1.2866606e+00
2.59111e-05    	(3.8920505e+01 -5.0546300e-01 -3.2722265e+01)	1.0823253e+05	2.9246372e+02	1.2863048e+00
2.63345e-05    	(3.9356053e+01 -5.1014298e-01 -3.3087460e+01)	1.0819123e+05	2.9242885e+02	1.2859665e+00
2.6758e-05     	(3.9772773e+01 -5.1335141e-01 -3.3436419e+01)	1.0815146e+05	2.9239516e+02	1.2856412e+00
2.71815e-05    	(4.0178439e+01 -5.1635040e-01 -3.3776472e+01)	1.0811253e+05	2.9236211e+02	1.2853229e+00
2.7605e-05     	(4.0573743e+01 -5.1989538e-01 -3.4107916e+01)	1.0807433e+05	2.9232962e+02	1.2850109e+00
2.80285e-05    	(4.0956008e+01 -5.2384681e-01 -3.4428101e+01)	1.0803711e+05	2.9229788e+02	1.2847071e+00
2.8452e-05     	(4.1319103e+01 -5.2793732e-01 -3.4731837e+01)	1.0800151e+05	2.9226739e+02	1.2844170e+00
2.88755e-05    	(4.1658633e+01 -5.3217946e-01 -3.5015657e+01)	1.0796806e+05	2.9223855e+02	1.2841451e+00
2.9299e-05     	(4.1972478e+01 -5.3660869e-01 -3.5278028e+01)	1.0793709e+05	2.9221162e+02	1.2838943e+00
2.97225e-05    	(4.2260739e+01 -5.4136301e-01 -3.5519290e+01)	1.0790873e+05	2.9218672e+02	1.2836656e+00
3.0146e-05     	(4.2525443e+01 -5.4611854e-01 -3.5741092e+01)	1.0788287e+05	2.9216376e+02	1.2834583e+00
3.05695e-05    	(4.2769803e+01 -5.5048034e-01 -3.5946122e+01)	1.0785925e+05	2.9214253e+02	1.2832700e+00
3.0993e-05     	(4.2998670e+01 -5.5450505e-01 -3.6138457e+01)	1.0783740e+05	2.9212268e+02	1.2830967e+00
3.14165e-05    	(4.3218222e+01 -5.5836351e-01 -3.6323117e+01)	1.0781669e+05	2.9210372e+02	1.2829332e+00
3.184e-05      	(4.3435464e+01 -5.6220757e-01 -3.6505827e+01)	1.0779637e+05	2.9208507e+02	1.2827729e+00
3.22635e-05    	(4.3656618e+01 -5.6616986e-01 -3.6691842e+01)	1.0777570e+05	2.9206615e+02	1.2826098e+00
3.2687e-05     	(4.3885817e+01 -5.7024231e-01 -3.6884629e+01)	1.0775416e+05	2.9204655e+02	1.2824392e+00
3.31105e-05    	(4.4125603e+01 -5.7422592e-01 -3.7086283e+01)	1.0773136e+05	2.9202598e+02	1.2822579e+00
3.3534e-05     	(4.4377662e+01 -5.7795880e-01 -3.7298231e+01)	1.0770701e+05	2.9200421e+02	1.2820634e+00
3.39575e-05    	(4.4642153e+01 -5.8150304e-01 -3.7520611e+01)	1.0768100e+05	2.9198113e+02	1.2818546e+00
3.43811e-05    	(4.4916959e+01 -5.8521450e-01 -3.7751556e+01)	1.0765347e+05	2.9195687e+02	1.2816330e+00
3.48046e-05    	(4.5196721e+01 -5.8944189e-01 -3.7986418e+01)	1.0762498e+05	2.9193185e+02	1.2814031e+00
3.52281e-05    	(4.5472934e+01 -5.9441797e-01 -3.8217969e+01)	1.0759648e+05	2.9190682e+02	1.2811731e+00
3.56516e-05    	(4.5735310e+01 -6.0033439e-01 -3.8437379e+01)	1.0756916e+05	2.9188269e+02	1.2809531e+00
3.60751e-05    	(4.5970361e+01 -6.0768195e-01 -3.8633303e+01)	1.0754461e+05	2.9186070e+02	1.2807566e+00
3.64986e-05    	(4.6160522e+01 -6.1673518e-01 -3.8791057e+01)	1.0752490e+05	2.9184247e+02	1.2806013e+00
3.69221e-05    	(4.6290049e+01 -6.2688596e-01 -3.8897791e+01)	1.0751194e+05	2.9182946e+02	1.2805033e+00
3.73457e-05    	(4.6348709e+01 -6.3776209e-01 -3.8945334e+01)	1.0750709e+05	2.9182275e+02	1.2804744e+00
3.77692e-05    	(4.6328950e+01 -6.4859649e-01 -3.8927325e+01)	1.0751147e+05	2.9182322e+02	1.2805241e+00
3.81927e-05    	(4.6228298e+01 -6.5786647e-01 -3.8841810e+01)	1.0752558e+05	2.9183126e+02	1.2806567e+00
3.86163e-05    	(4.6052330e+01 -6.6393326e-01 -3.8693926e+01)	1.0754887e+05	2.9184644e+02	1.2808674e+00
3.90398e-05    	(4.5812011e+01 -6.6617140e-01 -3.8492717e+01)	1.0758014e+05	2.9186784e+02	1.2811463e+00
3.94633e-05    	(4.5525648e+01 -6.6391656e-01 -3.8253110e+01)	1.0761730e+05	2.9189382e+02	1.2814753e+00
3.98868e-05    	(4.5214253e+01 -6.5671635e-01 -3.7992723e+01)	1.0765782e+05	2.9192243e+02	1.2818329e+00
4.03104e-05    	(4.4901164e+01 -6.4508435e-01 -3.7731189e+01)	1.0769885e+05	2.9195143e+02	1.2821950e+00
4.07339e-05    	(4.4608660e+01 -6.3048897e-01 -3.7487002e+01)	1.0773769e+05	2.9197874e+02	1.2825384e+00
4.11575e-05    	(4.4355872e+01 -6.1449720e-01 -3.7276036e+01)	1.0777203e+05	2.9200255e+02	1.2828435e+00
4.1581e-05     	(4.4157709e+01 -5.9837369e-01 -3.7110587e+01)	1.0780010e+05	2.9202149e+02	1.2830952e+00
4.20046e-05    	(4.4022636e+01 -5.8368310e-01 -3.6997727e+01)	1.0782088e+05	2.9203476e+02	1.2832848e+00
4.24281e-05    	(4.3960665e+01 -5.3765547e-01 -3.6935005e+01)	1.0782383e+05	2.9203422e+02	1.2833228e+00
4.26956e-05    	(4.3893022e+01 -5.1623790e-01 -3.6856853e+01)	1.0783340e+05	2.9203977e+02	1.2834120e+00
4.29634e-05    	(4.3858698e+01 -5.2090927e-01 -3.6820322e+01)	1.0783926e+05	2.9204248e+02	1.2834699e+00
4.32314e-05    	(4.3901697e+01 -5.2618130e-01 -3.6854900e+01)	1.0783806e+05	2.9203975e+02	1.2834677e+00
4.34994e-05    	(4.3964494e+01 -5.2675408e-01 -3.6906683e+01)	1.0783392e+05	2.9203473e+02	1.2834406e+00
4.37675e-05    	(4.4027345e+01 -5.3173028e-01 -3.6959663e+01)	1.0782935e+05	2.9202936e+02	1.2834097e+00
4.40357e-05    	(4.4090167e+01 -5.3668223e-01 -3.7012284e+01)	1.0782491e+05	2.9202409e+02	1.2833799e+00
4.43039e-05    	(4.4165818e+01 -5.4217505e-01 -3.7075477e+01)	1.0781905e+05	2.9201772e+02	1.2833381e+00
4.4572e-05     	(4.4257201e+01 -5.4776692e-01 -3.7150074e+01)	1.0781141e+05	2.9200997e+02	1.2832811e+00
4.48402e-05    	(4.4357074e+01 -5.5272762e-01 -3.7231555e+01)	1.0780260e+05	2.9200132e+02	1.2832142e+00
4.51083e-05    	(4.4458469e+01 -5.5817917e-01 -3.7315019e+01)	1.0779344e+05	2.9199239e+02	1.2831442e+00
4.53764e-05    	(4.4557665e+01 -5.6387066e-01 -3.7397199e+01)	1.0778441e+05	2.9198355e+02	1.2830753e+00
4.56445e-05    	(4.4651615e+01 -5.6916289e-01 -3.7474680e+01)	1.0777588e+05	2.9197510e+02	1.2830107e+00
4.59126e-05    	(4.4737613e+01 -5.7349237e-01 -3.7544965e+01)	1.0776818e+05	2.9196729e+02	1.2829531e+00
4.61806e-05    	(4.4813141e+01 -5.7682818e-01 -3.7606194e+01)	1.0776158e+05	2.9196034e+02	1.2829049e+00
4.64487e-05    	(4.4876099e+01 -5.7941291e-01 -3.7656912e+01)	1.0775636e+05	2.9195444e+02	1.2828684e+00
4.67168e-05    	(4.4925267e+01 -5.8140744e-01 -3.7696199e+01)	1.0775270e+05	2.9194976e+02	1.2828452e+00
4.69851e-05    	(4.4960346e+01 -5.8283206e-01 -3.7723889e+01)	1.0775071e+05	2.9194638e+02	1.2828362e+00
4.72536e-05    	(4.4981691e+01 -5.8377382e-01 -3.7740385e+01)	1.0775041e+05	2.9194431e+02	1.2828416e+00
4.75222e-05    	(4.4990421e+01 -5.8423424e-01 -3.7746692e+01)	1.0775171e+05	2.9194348e+02	1.2828606e+00
4.77909e-05    	(4.4988232e+01 -5.8421763e-01 -3.7744224e+01)	1.0775440e+05	2.9194374e+02	1.2828916e+00
4.80597e-05    	(4.4977402e+01 -5.8383551e-01 -3.7734746e+01)	1.0775823e+05	2.9194488e+02	1.2829322e+00
4.83284e-05    	(4.4960303e+01 -5.8321568e-01 -3.7720138e+01)	1.0776289e+05	2.9194669e+02	1.2829800e+00
4.85971e-05    	(4.4939486e+01 -5.8247597e-01 -3.7702498e+01)	1.0776809e+05	2.9194890e+02	1.2830322e+00
4.88658e-05    	(4.4917686e+01 -5.8174209e-01 -3.7684085e+01)	1.0777347e+05	2.9195126e+02	1.2830861e+00
4.91345e-05    	(4.4897607e+01 -5.8119202e-01 -3.7667125e+01)	1.0777870e+05	2.9195350e+02	1.2831387e+00
4.94032e-05    	(4.4881699e+01 -5.8100694e-01 -3.7653662e+01)	1.0778348e+05	2.9195540e+02	1.2831875e+00
4.96718e-05    	(4.4872122e+01 -5.8130743e-01 -3.7645503e+01)	1.0778753e+05	2.9195673e+02	1.2832301e+00
4.99405e-05    	(4.4870759e+01 -5.8219984e-01 -3.7644183e+01)	1.0779063e+05	2.9195731e+02	1.2832645e+00
5.02091e-05    	(4.4879153e+01 -5.8376928e-01 -3.7650937e+01)	1.0779256e+05	2.9195700e+02	1.2832890e+00
5.04776e-05    	(4.4898166e+01 -5.8599092e-01 -3.7666437e+01)	1.0779323e+05	2.9195571e+02	1.2833028e+00
5.07462e-05    	(4.4928429e+01 -5.8883592e-01 -3.7691193e+01)	1.0779255e+05	2.9195336e+02	1.2833051e+00
5.10147e-05    	(4.4970192e+01 -5.9226036e-01 -3.7725415e+01)	1.0779048e+05	2.9194994e+02	1.2832955e+00
5.12833e-05    	(4.5023356e+01 -5.9618220e-01 -3.7769022e+01)	1.0778701e+05	2.9194543e+02	1.2832740e+00
5.15518e-05    	(4.5087647e+01 -6.0052427e-01 -3.7821797e+01)	1.0778218e+05	2.9193986e+02	1.2832409e+00
5.18203e-05    	(4.5162601e+01 -6.0515290e-01 -3.7883378e+01)	1.0777602e+05	2.9193326e+02	1.2831965e+00
5.20888e-05    	(4.5247689e+01 -6.0996914e-01 -3.7953368e+01)	1.0776860e+05	2.9192567e+02	1.2831414e+00
5.23574e-05    	(4.5342098e+01 -6.1483117e-01 -3.8031137e+01)	1.0776000e+05	2.9191717e+02	1.2830761e+00
5.26259e-05    	(4.5444880e+01 -6.1959074e-01 -3.8115938e+01)	1.0775032e+05	2.9190783e+02	1.2830018e+00
5.28944e-05    	(4.5554969e+01 -6.2410816e-01 -3.8206881e+01)	1.0773970e+05	2.9189776e+02	1.2829193e+00
5.31629e-05    	(4.5671135e+01 -6.2826432e-01 -3.8302936e+01)	1.0772828e+05	2.9188706e+02	1.2828301e+00
5.34314e-05    	(4.5791942e+01 -6.3196162e-01 -3.8402910e+01)	1.0771623e+05	2.9187588e+02	1.2827355e+00
5.36999e-05    	(4.5915778e+01 -6.3508638e-01 -3.8505485e+01)	1.0770376e+05	2.9186436e+02	1.2826372e+00
5.39684e-05    	(4.6041022e+01 -6.3753390e-01 -3.8609306e+01)	1.0769105e+05	2.9185265e+02	1.2825369e+00
5.4237e-05     	(4.6166078e+01 -6.3920717e-01 -3.8713058e+01)	1.0767831e+05	2.9184093e+02	1.2824364e+00
5.45055e-05    	(4.6289467e+01 -6.4005039e-01 -3.8815500e+01)	1.0766572e+05	2.9182931e+02	1.2823371e+00
5.47741e-05    	(4.6409764e+01 -6.4004817e-01 -3.8915429e+01)	1.0765347e+05	2.9181796e+02	1.2822407e+00
5.50427e-05    	(4.6525641e+01 -6.3924865e-01 -3.9011712e+01)	1.0764172e+05	2.9180700e+02	1.2821486e+00
5.53112e-05    	(4.6635927e+01 -6.3772550e-01 -3.9103362e+01)	1.0763063e+05	2.9179655e+02	1.2820621e+00
5.55798e-05    	(4.6739518e+01 -6.3554922e-01 -3.9189481e+01)	1.0762033e+05	2.9178671e+02	1.2819824e+00
5.58484e-05    	(4.6905296e+01 -6.3638433e-01 -3.9281308e+01)	1.0759266e+05	2.9176325e+02	1.2817540e+00
5.59184e-05    	(4.6914536e+01 -6.3120564e-01 -3.9263434e+01)	1.0758964e+05	2.9176012e+02	1.2817290e+00
5.59884e-05    	(4.6884157e+01 -6.2975375e-01 -3.9252058e+01)	1.0759453e+05	2.9176349e+02	1.2817730e+00
5.60585e-05    	(4.6896779e+01 -6.2893419e-01 -3.9276725e+01)	1.0759298e+05	2.9176181e+02	1.2817619e+00
5.61286e-05    	(4.6895488e+01 -6.3184275e-01 -3.9299245e+01)	1.0759381e+05	2.9176206e+02	1.2817714e+00
5.61988e-05    	(4.6902375e+01 -6.3046226e-01 -3.9309038e+01)	1.0759306e+05	2.9176099e+02	1.2817670e+00
5.62689e-05    	(4.6908974e+01 -6.2779600e-01 -3.9312870e+01)	1.0759238e+05	2.9175995e+02	1.2817632e+00
5.63391e-05    	(4.6912983e+01 -6.2573645e-01 -3.9317012e+01)	1.0759225e+05	2.9175936e+02	1.2817641e+00
5.64093e-05    	(4.6919095e+01 -6.2446280e-01 -3.9323580e+01)	1.0759199e+05	2.9175868e+02	1.2817640e+00
5.64794e-05    	(4.6927800e+01 -6.2459004e-01 -3.9331238e+01)	1.0759154e+05	2.9175785e+02	1.2817622e+00
5.65496e-05    	(4.6939422e+01 -6.2583670e-01 -3.9340004e+01)	1.0759081e+05	2.9175680e+02	1.2817581e+00
5.66197e-05    	(4.6954365e+01 -6.2729813e-01 -3.9350689e+01)	1.0758969e+05	2.9175546e+02	1.2817507e+00
5.66899e-05    	(4.6971350e+01 -6.2834799e-01 -3.9363681e+01)	1.0758835e+05	2.9175394e+02	1.2817414e+00
5.67601e-05    	(4.6989494e+01 -6.2904610e-01 -3.9377852e+01)	1.0758688e+05	2.9175232e+02	1.2817309e+00
5.68303e-05    	(4.7007794e+01 -6.2946515e-01 -3.9392454e+01)	1.0758539e+05	2.9175069e+02	1.2817203e+00
5.69004e-05    	(4.7025324e+01 -6.2960326e-01 -3.9406904e+01)	1.0758397e+05	2.9174911e+02	1.2817103e+00
5.69706e-05    	(4.7041683e+01 -6.2947218e-01 -3.9420619e+01)	1.0758267e+05	2.9174762e+02	1.2817013e+00
5.70408e-05    	(4.7056737e+01 -6.2910132e-01 -3.9433281e+01)	1.0758152e+05	2.9174625e+02	1.2816936e+00
5.71109e-05    	(4.7070315e+01 -6.2857017e-01 -3.9444843e+01)	1.0758054e+05	2.9174501e+02	1.2816873e+00
5.71811e-05    	(4.7082481e+01 -6.2798806e-01 -3.9455255e+01)	1.0757973e+05	2.9174390e+02	1.2816825e+00
5.72512e-05    	(4.7093336e+01 -6.2745749e-01 -3.9464509e+01)	1.0757909e+05	2.9174293e+02	1.2816792e+00
5.73214e-05    	(4.7102981e+01 -6.2702477e-01 -3.9472698e+01)	1.0757861e+05	2.9174207e+02	1.2816771e+00
5.73916e-05    	(4.7111548e+01 -6.2669919e-01 -3.9480015e+01)	1.0757826e+05	2.9174132e+02	1.2816762e+00
5.74617e-05    	(4.7119216e+01 -6.2648064e-01 -3.9486669e+01)	1.0757802e+05	2.9174066e+02	1.2816763e+00
5.75319e-05    	(4.7126186e+01 -6.2636275e-01 -3.9492825e+01)	1.0757787e+05	2.9174007e+02	1.2816771e+00
5.76021e-05    	(4.7132656e+01 -6.2632329e-01 -3.9498638e+01)	1.0757778e+05	2.9173952e+02	1.2816784e+00
5.76722e-05    	(4.7138783e+01 -6.2633592e-01 -3.9504200e+01)	1.0757773e+05	2.9173901e+02	1.2816801e+00
5.77424e-05    	(4.7144694e+01 -6.2636710e-01 -3.9509580e+01)	1.0757771e+05	2.9173852e+02	1.2816821e+00
5.78126e-05    	(4.7150502e+01 -6.2637742e-01 -3.9514820e+01)	1.0757771e+05	2.9173804e+02	1.2816841e+00
5.78827e-05    	(4.7156323e+01 -6.2631900e-01 -3.9519982e+01)	1.0757770e+05	2.9173756e+02	1.2816861e+00
5.79529e-05    	(4.7162063e+01 -6.2623800e-01 -3.9525071e+01)	1.0757770e+05	2.9173708e+02	1.2816882e+00
5.8023e-05     	(4.7167712e+01 -6.2613836e-01 -3.9530096e+01)	1.0757770e+05	2.9173661e+02	1.2816903e+00
5.80932e-05    	(4.7173296e+01 -6.2601372e-01 -3.9535067e+01)	1.0757770e+05	2.9173614e+02	1.2816925e+00
5.81634e-05    	(4.7178832e+01 -6.2586847e-01 -3.9540001e+01)	1.0757771e+05	2.9173567e+02	1.2816947e+00
5.82335e-05    	(4.7184321e+01 -6.2571151e-01 -3.9544903e+01)	1.0757773e+05	2.9173521e+02	1.2816969e+00
5.83037e-05    	(4.7189736e+01 -6.2556402e-01 -3.9549751e+01)	1.0757775e+05	2.9173475e+02	1.2816991e+00
