# Field minima and maxima
# Time         	field          	min            	location(min)  	processor      	max            	location(max)  	processor      
2.6758e-05     	gradP          	0.0000000e+00	(-2.3285364e-04 4.1014526e-03 -1.2517919e-02)	5	5.8916208e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
2.71815e-05    	gradP          	0.0000000e+00	(-3.7808178e-04 3.2048763e-03 -1.0086938e-02)	5	5.9526385e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
2.7605e-05     	gradP          	0.0000000e+00	(1.9577705e-03 7.5157122e-03 -1.0241353e-02)	5	6.0138151e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
2.80285e-05    	gradP          	0.0000000e+00	(1.7981650e-03 3.1547625e-03 -9.7652192e-03)	5	6.0966063e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
2.8452e-05     	gradP          	0.0000000e+00	(2.7369425e-03 7.3791438e-03 -9.7679206e-03)	5	6.1789870e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
2.88755e-05    	gradP          	0.0000000e+00	(3.0717650e-03 7.7039101e-03 -8.8530150e-03)	5	6.2560144e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
2.9299e-05     	gradP          	0.0000000e+00	(6.9700023e-04 3.9397703e-03 -1.2681505e-02)	5	6.3233979e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
2.97225e-05    	gradP          	0.0000000e+00	(1.9564466e-03 3.2028089e-03 -1.1637461e-02)	5	6.3783637e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.0146e-05     	gradP          	0.0000000e+00	(1.9564466e-03 3.2028089e-03 -1.1637461e-02)	5	6.4207652e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.05695e-05    	gradP          	0.0000000e+00	(1.7997303e-03 3.3238658e-03 -1.1636369e-02)	5	6.4504016e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.0993e-05     	gradP          	0.0000000e+00	(3.8052902e-04 4.4182895e-03 -1.2540901e-02)	5	6.4696748e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.14165e-05    	gradP          	0.0000000e+00	(1.6399065e-03 3.0783151e-03 -1.1645379e-02)	5	6.4801070e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.184e-05      	gradP          	0.0000000e+00	(1.5087139e-03 3.0252672e-03 -9.1649639e-03)	5	6.4883859e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.22635e-05    	gradP          	0.0000000e+00	(3.8791388e-05 3.0465624e-03 -1.2934777e-02)	5	6.4974603e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.2687e-05     	gradP          	0.0000000e+00	(2.0900171e-03 4.4184847e-03 -1.2594798e-02)	5	6.5083999e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.31105e-05    	gradP          	0.0000000e+00	(2.2317041e-03 4.0987634e-03 -1.2517785e-02)	5	6.5242180e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.3534e-05     	gradP          	0.0000000e+00	(2.0848982e-03 3.0301167e-03 -1.1665102e-02)	5	6.5466162e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.39575e-05    	gradP          	0.0000000e+00	(2.0848982e-03 3.0301167e-03 -1.1665102e-02)	5	6.5753943e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.43811e-05    	gradP          	0.0000000e+00	(1.3348350e-03 3.0560734e-03 -1.1792335e-02)	5	6.6111365e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.48046e-05    	gradP          	0.0000000e+00	(2.5590961e-03 3.9424354e-03 -1.2712627e-02)	5	6.6548910e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.52281e-05    	gradP          	0.0000000e+00	(1.0476516e-02 4.5761296e-03 -7.5260559e-03)	7	6.7041378e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.56516e-05    	gradP          	0.0000000e+00	(1.1936747e-02 5.6682938e-03 -5.0622965e-03)	6	6.7570520e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.60751e-05    	gradP          	0.0000000e+00	(1.2116034e-02 4.4131086e-03 -4.6035238e-03)	6	6.8091827e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.64986e-05    	gradP          	0.0000000e+00	(8.9890837e-03 7.4219841e-03 -7.2654965e-03)	7	6.8560193e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.69221e-05    	gradP          	0.0000000e+00	(1.2148743e-02 3.0440357e-03 -4.4917366e-03)	6	6.8926241e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.73457e-05    	gradP          	0.0000000e+00	(1.0357048e-02 4.2535783e-03 -7.4389985e-03)	7	6.9155574e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.77692e-05    	gradP          	0.0000000e+00	(1.0243598e-02 4.2636192e-03 -7.9003419e-03)	7	6.9228764e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.81927e-05    	gradP          	0.0000000e+00	(5.3514102e-03 3.9364452e-03 -1.1723380e-02)	7	6.9089232e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.86163e-05    	gradP          	0.0000000e+00	(1.0133187e-02 4.2634622e-03 -7.8161743e-03)	7	6.8741766e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.90398e-05    	gradP          	0.0000000e+00	(1.1052254e-02 3.0440998e-03 -6.7570529e-03)	7	6.8227513e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.94633e-05    	gradP          	0.0000000e+00	(9.8086149e-03 4.7310318e-03 -8.2621507e-03)	7	6.7521216e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
3.98868e-05    	gradP          	0.0000000e+00	(1.0117614e-02 3.0429721e-03 -8.0848382e-03)	7	6.6666164e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
4.03104e-05    	gradP          	0.0000000e+00	(8.3758447e-03 4.5743760e-03 -9.6074149e-03)	7	6.5751572e+08	(-1.3102213e-02 5.8138056e-03 5.3608349e-03)	3
4.07339e-05    	gradP          	0.0000000e+00	(9.3885389e-03 3.9354494e-03 -8.7673489e-03)	7	6.5049282e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
4.11575e-05    	gradP          	0.0000000e+00	(9.1300547e-03 7.6700759e-03 -9.1300547e-03)	7	6.4567200e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
4.1581e-05     	gradP          	0.0000000e+00	(8.3028346e-03 4.4136521e-03 -9.8578770e-03)	7	6.4145617e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
4.20046e-05    	gradP          	0.0000000e+00	(8.6150121e-03 3.9355948e-03 -9.5468184e-03)	7	6.3835300e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
4.24281e-05    	gradP          	0.0000000e+00	(8.6150121e-03 3.9355948e-03 -9.5468184e-03)	7	6.3641470e+08	(-1.3110684e-02 5.8356086e-03 5.4569099e-03)	3
4.26956e-05    	gradP          	0.0000000e+00	(8.6283770e-03 7.7500000e-03 -9.5658770e-03)	7	1.2600996e+09	(-1.3101383e-02 5.8051532e-03 5.3893216e-03)	3
4.29634e-05    	gradP          	8.7237096e-09	(8.8732457e-03 7.3934188e-03 -9.4999848e-03)	7	1.3849907e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.32314e-05    	gradP          	0.0000000e+00	(8.6150121e-03 3.9355948e-03 -9.5468184e-03)	7	1.4106337e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.34994e-05    	gradP          	1.5671110e-08	(8.5340847e-03 3.4744242e-03 -9.6292311e-03)	7	1.4434272e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.37675e-05    	gradP          	0.0000000e+00	(8.1735587e-03 7.6699735e-03 -1.0036708e-02)	7	1.4647462e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.40357e-05    	gradP          	4.2164086e-08	(8.0862952e-03 3.0406776e-03 -9.8849740e-03)	7	1.4683009e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.43039e-05    	gradP          	4.4679682e-08	(8.0829255e-03 3.0000000e-03 -1.0035139e-02)	7	1.4845600e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.4572e-05     	gradP          	1.2150008e-07	(8.3346268e-03 3.3284063e-03 -9.9763242e-03)	7	1.4878203e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.48402e-05    	gradP          	9.3475845e-08	(8.3346268e-03 3.3284063e-03 -9.9763242e-03)	7	1.4965298e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.51083e-05    	gradP          	2.4191907e-07	(8.3778708e-03 3.4754002e-03 -9.9396759e-03)	7	1.5043640e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.53764e-05    	gradP          	3.7188147e-07	(8.5238159e-03 3.1222676e-03 -9.8152791e-03)	7	1.5115164e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.56445e-05    	gradP          	3.0765041e-07	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5185665e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.59126e-05    	gradP          	3.3533488e-07	(8.4821463e-03 3.1245447e-03 -9.8513492e-03)	7	1.5251253e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.61806e-05    	gradP          	1.1260389e-06	(8.4821463e-03 3.1245447e-03 -9.8513492e-03)	7	1.5316603e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.64487e-05    	gradP          	1.3683098e-06	(8.3777238e-03 3.7854986e-03 -9.9397264e-03)	7	1.5371868e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.67168e-05    	gradP          	2.1556986e-06	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5411414e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.69851e-05    	gradP          	2.4728806e-06	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5435263e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.72536e-05    	gradP          	4.8484740e-06	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5443701e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.75222e-05    	gradP          	7.9468547e-06	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5438426e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.77909e-05    	gradP          	1.0897538e-05	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5420920e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.80597e-05    	gradP          	1.6928882e-05	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5395467e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.83284e-05    	gradP          	2.3909361e-05	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5362961e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.85971e-05    	gradP          	3.5889705e-05	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5324447e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.88658e-05    	gradP          	5.4969227e-05	(8.2716001e-03 3.1253498e-03 -1.0028737e-02)	7	1.5283511e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.91345e-05    	gradP          	7.1307896e-05	(8.5449970e-03 5.5113935e-03 -9.7963040e-03)	7	1.5243301e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.94032e-05    	gradP          	6.4870094e-05	(8.5449970e-03 5.5113935e-03 -9.7963040e-03)	7	1.5205368e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.96718e-05    	gradP          	2.0612398e-04	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5171425e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
4.99405e-05    	gradP          	3.0066574e-04	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5144003e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.02091e-05    	gradP          	4.4675275e-04	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5125145e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.04776e-05    	gradP          	6.6276905e-04	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5115286e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.07462e-05    	gradP          	9.7916895e-04	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5114199e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.10147e-05    	gradP          	1.4332315e-03	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5122099e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.12833e-05    	gradP          	2.0795318e-03	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5138769e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.15518e-05    	gradP          	3.0057605e-03	(8.3124352e-03 3.0642915e-03 -9.9949501e-03)	7	1.5163573e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.18203e-05    	gradP          	3.5432970e-03	(8.3777230e-03 5.8251955e-03 -9.9397265e-03)	7	1.5195463e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.20888e-05    	gradP          	1.0336067e-03	(8.3777230e-03 5.8251955e-03 -9.9397265e-03)	7	1.5234149e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.23574e-05    	gradP          	4.1573385e-03	(8.3777230e-03 5.8251955e-03 -9.9397265e-03)	7	1.5278531e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.26259e-05    	gradP          	1.1094164e-02	(8.3500920e-03 3.0531537e-03 -9.9480040e-03)	7	1.5328146e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.28944e-05    	gradP          	1.5120189e-02	(8.3500920e-03 3.0531537e-03 -9.9480040e-03)	7	1.5382229e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.31629e-05    	gradP          	2.0603058e-02	(8.3500920e-03 3.0531537e-03 -9.9480040e-03)	7	1.5440087e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.34314e-05    	gradP          	2.8077744e-02	(8.3500920e-03 3.0531537e-03 -9.9480040e-03)	7	1.5500373e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.36999e-05    	gradP          	3.8038952e-02	(8.3500920e-03 3.0531537e-03 -9.9480040e-03)	7	1.5561765e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.39684e-05    	gradP          	5.0020673e-02	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5623563e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
5.4237e-05     	gradP          	6.3860280e-02	(8.3868522e-03 3.0532311e-03 -9.9170006e-03)	7	1.5684013e+09	(-1.3096155e-02 5.7936035e-03 5.3423300e-03)	3
